"price","bedroom","sqft","bathroom","amenity_count","cityid","cityname","citypopulation"
1700,3,"1987","3",5,7,"Houston",2288250
2360,2,"1486","2",3,7,"Houston",2288250
860,1,"660","1",3,7,"Houston",2288250
1975,3,"1409","3",8,7,"Houston",2288250
1379,1,"795","1",7,7,"Houston",2288250
815,1,"551","1",6,7,"Houston",2288250
1700,3,"1987","3",5,7,"Houston",2288250
1050,2,"950","2",7,7,"Houston",2288250
1980,2,"1473","2",3,7,"Houston",2288250
850,1,"667","1",0,7,"Houston",2288250
1252,2,"1005","2",7,7,"Houston",2288250
900,1,"845","1",5,7,"Houston",2288250
1875,2,"1348","2",8,7,"Houston",2288250
2300,1,"1323","1",5,7,"Houston",2288250
1379,1,"795","1",7,7,"Houston",2288250
896,1,"594","1",5,7,"Houston",2288250
1017,2,"866","2",7,7,"Houston",2288250
860,1,"660","1",8,7,"Houston",2288250
1040,2,"941","2",0,7,"Houston",2288250
2300,1,"1323","1",5,7,"Houston",2288250
1075,1,"717","1",3,7,"Houston",2288250
1059,2,"1024","2",5,7,"Houston",2288250
1086,2,"1050","2",5,7,"Houston",2288250
1670,2,"1153","2",3,7,"Houston",2288250
1140,2,"980","2",7,7,"Houston",2288250
865,1,"690","1",5,7,"Houston",2288250
1100,2,"1042","2",0,7,"Houston",2288250
959,1,"611","1",3,7,"Houston",2288250
1695,4,"1687","4",5,7,"Houston",2288250
1379,1,"795","1",7,7,"Houston",2288250
1490,1,"1025","1",3,7,"Houston",2288250
1399,2,"950","2",3,7,"Houston",2288250
1400,1,"890","1",3,7,"Houston",2288250
1445,1,"875","1",3,7,"Houston",2288250
1091,2,"12","2",6,7,"Houston",2288250
1379,1,"795","1",3,7,"Houston",2288250
2300,1,"1323","1",5,7,"Houston",2288250
991,2,"960","2",6,7,"Houston",2288250
991,2,"960","2",6,7,"Houston",2288250
1000,1,"750","1",5,7,"Houston",2288250
1091,2,"1200","2",6,7,"Houston",2288250
750,0,"400","0",3,7,"Houston",2288250
1141,2,"1250","2",6,7,"Houston",2288250
965,1,"610","1",7,7,"Houston",2288250
925,1,"700","1",3,7,"Houston",2288250
1029,1,"685","1",7,7,"Houston",2288250
845,1,"600","1",3,7,"Houston",2288250
1410,1,"838","1",3,7,"Houston",2288250
925,1,"700","1",3,7,"Houston",2288250
850,1,"600","1",3,7,"Houston",2288250
1300,2,"935","2",8,7,"Houston",2288250
1041,2,"919","2",3,7,"Houston",2288250
1321,2,"1158","2",7,7,"Houston",2288250
895,1,"640","1",8,7,"Houston",2288250
1355,1,"580","1",5,7,"Houston",2288250
821,1,"545","1",3,7,"Houston",2288250
930,1,"716","1",5,7,"Houston",2288250
1600,2,"1099","2",8,7,"Houston",2288250
1440,1,"850","1",3,7,"Houston",2288250
1283,2,"1040","2",5,7,"Houston",2288250
1181,1,"684","1",3,7,"Houston",2288250
1450,2,"1323","2",5,7,"Houston",2288250
1380,3,"1057","3",7,7,"Houston",2288250
930,1,"716","1",5,7,"Houston",2288250
2000,2,"1550","2",5,7,"Houston",2288250
1800,4,"2347","4",5,7,"Houston",2288250
1600,4,"2039","4",5,7,"Houston",2288250
1800,4,"2347","4",5,7,"Houston",2288250
1600,4,"2039","4",5,7,"Houston",2288250
2000,2,"1550","2",5,7,"Houston",2288250
1850,4,"2039","4",5,7,"Houston",2288250
1700,4,"2039","4",5,7,"Houston",2288250
1141,2,"1250","2",6,7,"Houston",2288250
1695,4,"1687","4",5,7,"Houston",2288250
1750,3,"2039","3",5,7,"Houston",2288250
930,1,"716","1",5,7,"Houston",2288250
1695,3,"1687","3",5,7,"Houston",2288250
1419,1,"925","1",6,7,"Houston",2288250
1595,4,"2039","4",5,7,"Houston",2288250
1600,4,"2039","4",5,7,"Houston",2288250
2000,2,"1550","2",5,7,"Houston",2288250
2000,2,"1550","2",5,7,"Houston",2288250
750,0,"400","0",3,7,"Houston",2288250
1800,4,"2347","4",5,7,"Houston",2288250
1550,4,"2039","4",5,7,"Houston",2288250
2000,2,"1550","2",5,7,"Houston",2288250
1400,1,"827","1",3,7,"Houston",2288250
1125,1,"980","1",5,7,"Houston",2288250
1850,4,"2039","4",5,7,"Houston",2288250
1450,2,"1323","2",5,7,"Houston",2288250
1900,4,"2039","4",5,7,"Houston",2288250
864,1,"700","1",5,7,"Houston",2288250
825,1,"700","1",3,7,"Houston",2288250
2050,4,"1987","4",5,7,"Houston",2288250
2000,2,"1550","2",5,7,"Houston",2288250
1270,1,"700","1",5,7,"Houston",2288250
1465,1,"1300","1",5,7,"Houston",2288250
2000,2,"1550","2",5,7,"Houston",2288250
2000,2,"1550","2",5,7,"Houston",2288250
1795,2,"1323","2",5,7,"Houston",2288250
1270,1,"1323","1",5,7,"Houston",2288250
1075,1,"717","1",3,7,"Houston",2288250
1035,3,"1428","3",5,7,"Houston",2288250
750,0,"400","0",3,7,"Houston",2288250
1635,1,"1550","1",5,7,"Houston",2288250
780,1,"642","1",5,7,"Houston",2288250
2050,4,"1987","4",5,7,"Houston",2288250
1635,1,"1550","1",5,7,"Houston",2288250
750,0,"400","0",3,7,"Houston",2288250
1840,4,"2039","4",5,7,"Houston",2288250
1150,2,"788","2",5,7,"Houston",2288250
1295,1,"1550","1",5,7,"Houston",2288250
1695,3,"1687","3",5,7,"Houston",2288250
1800,4,"2347","4",5,7,"Houston",2288250
1800,4,"2347","4",5,7,"Houston",2288250
1600,4,"2039","4",5,7,"Houston",2288250
1315,1,"814","1",3,7,"Houston",2288250
1800,4,"2347","4",5,7,"Houston",2288250
1695,4,"1687","4",5,7,"Houston",2288250
1725,3,"2039","3",5,7,"Houston",2288250
1550,4,"2039","4",5,7,"Houston",2288250
1695,4,"2039","4",5,7,"Houston",2288250
827,1,"742","1",3,7,"Houston",2288250
1695,4,"1687","4",5,7,"Houston",2288250
1550,4,"2039","4",5,7,"Houston",2288250
1840,4,"2039","4",5,7,"Houston",2288250
1850,4,"2039","4",5,7,"Houston",2288250
1800,4,"2039","4",5,7,"Houston",2288250
1725,4,"2039","4",5,7,"Houston",2288250
1325,1,"756","1",3,7,"Houston",2288250
965,1,"610","1",7,7,"Houston",2288250
965,1,"610","1",7,7,"Houston",2288250
1035,1,"757","1",5,7,"Houston",2288250
1064,1,"716","1",6,7,"Houston",2288250
1174,2,"851","2",6,7,"Houston",2288250
924,1,"700","1",6,7,"Houston",2288250
775,1,"642","1",6,7,"Houston",2288250
1529,2,"1077","2",10,9,"Spokane",229071
1402,1,"817","1",10,9,"Spokane",229071
1515,1,"922","1",6,9,"Spokane",229071
1530,2,"1025","2",9,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1492,2,"1077","2",10,9,"Spokane",229071
1500,2,"1017","1",7,9,"Spokane",229071
1700,3,"1850","2",6,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1355,2,"1001","2",7,9,"Spokane",229071
1440,2,"857","1",7,9,"Spokane",229071
1402,1,"736","1",7,9,"Spokane",229071
1345,2,"931","1",6,9,"Spokane",229071
1200,2,"740","1",7,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1254,1,"745","1",7,9,"Spokane",229071
1565,1,"917","1",4,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1600,2,"978","1",3,9,"Spokane",229071
2080,3,"1187","2",9,9,"Spokane",229071
1750,3,"1187","2",9,9,"Spokane",229071
1735,3,"1187","2",10,9,"Spokane",229071
1318,1,"817","1",9,9,"Spokane",229071
1315,1,"817","1",10,9,"Spokane",229071
1635,2,"1027","2",3,9,"Spokane",229071
1635,2,"573","1",6,9,"Spokane",229071
995,0,"600","1",4,9,"Spokane",229071
1495,2,"956","2",6,9,"Spokane",229071
1090,0,"500","1",7,9,"Spokane",229071
1260,2,"955","1",6,9,"Spokane",229071
1904,3,"1102","2",8,9,"Spokane",229071
2095,3,"1498","2",6,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1150,0,"600","1",7,9,"Spokane",229071
1738,2,"1027","2",7,9,"Spokane",229071
1300,0,"574","1",6,9,"Spokane",229071
1925,3,"1316","2",7,9,"Spokane",229071
1449,1,"760","1",8,9,"Spokane",229071
1399,1,"782","1",7,9,"Spokane",229071
1915,3,"1227","2",7,9,"Spokane",229071
2168,2,"1085","2",8,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1276,1,"719","1",3,9,"Spokane",229071
1695,3,"1296","2",3,9,"Spokane",229071
1650,2,"1050","2",8,9,"Spokane",229071
1862,3,"1190","2",7,9,"Spokane",229071
1150,0,"600","1",7,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1100,2,"795","1",9,9,"Spokane",229071
1460,2,"984","2",7,9,"Spokane",229071
1150,0,"600","1",7,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1460,2,"984","2",7,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1460,2,"984","2",7,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1400,1,"755","1",8,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1660,2,"1104","2",8,9,"Spokane",229071
900,1,"850","1",3,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1400,1,"755","1",8,9,"Spokane",229071
1460,2,"984","2",7,9,"Spokane",229071
2118,3,"1230","2",7,9,"Spokane",229071
1495,2,"956","2",6,9,"Spokane",229071
1260,2,"955","1",6,9,"Spokane",229071
2050,3,"1401","2.5",6,9,"Spokane",229071
1444,2,"1063","2",7,9,"Spokane",229071
1200,0,"540","1",6,9,"Spokane",229071
1710,3,"1223","2",8,9,"Spokane",229071
1292,2,"925","1",7,9,"Spokane",229071
2205,3,"1306","2",8,9,"Spokane",229071
1277,1,"665","1",8,9,"Spokane",229071
1165,1,"363","1",6,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1660,2,"1104","2",8,9,"Spokane",229071
799,2,"1000","1",5,9,"Spokane",229071
1370,2,"931","2",6,9,"Spokane",229071
1850,3,"1296","2",8,9,"Spokane",229071
1675,1,"820","1",7,9,"Spokane",229071
1185,1,"600","1",7,9,"Spokane",229071
1460,2,"1026","2",7,9,"Spokane",229071
1075,1,"560","1",7,9,"Spokane",229071
1500,2,"1136","2",7,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1800,3,"1286","2",8,9,"Spokane",229071
1195,1,"642","1",7,9,"Spokane",229071
1195,1,"642","1",6,9,"Spokane",229071
1295,1,"675","1",6,9,"Spokane",229071
1295,2,"952","1",7,9,"Spokane",229071
1425,2,"952","1",3,9,"Spokane",229071
1460,2,"984","2",7,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
1495,2,"995","1",6,9,"Spokane",229071
1150,1,"712","1",3,9,"Spokane",229071
1300,1,"657","1",8,9,"Spokane",229071
1795,3,"1289","2",5,9,"Spokane",229071
1475,2,"995","1",5,9,"Spokane",229071
1300,0,"574","1",6,9,"Spokane",229071
1655,3,"1223","2",8,9,"Spokane",229071
1447,3,"1212","2",7,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1900,3,"1632","2",10,9,"Spokane",229071
1800,2,"1164","1.5",11,9,"Spokane",229071
1000,2,"900","1",9,9,"Spokane",229071
2095,3,"1498","2",6,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1800,3,"1286","2",8,9,"Spokane",229071
725,0,"311","1",7,9,"Spokane",229071
925,1,"454","1",8,9,"Spokane",229071
1195,2,"659","1",8,9,"Spokane",229071
1075,1,"777","1",8,9,"Spokane",229071
1075,1,"777","1",8,9,"Spokane",229071
1075,1,"777","1",8,9,"Spokane",229071
1145,2,"546","1",8,9,"Spokane",229071
1195,2,"659","1",8,9,"Spokane",229071
725,0,"311","1",8,9,"Spokane",229071
925,1,"454","1",8,9,"Spokane",229071
895,1,"435","1",8,9,"Spokane",229071
765,0,"406","1",8,9,"Spokane",229071
1095,1,"744","1",8,9,"Spokane",229071
1495,2,"966","1",9,9,"Spokane",229071
1145,2,"546","1",8,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1425,2,"995","1",6,9,"Spokane",229071
1425,2,"995","1",6,9,"Spokane",229071
1250,2,"993","1",6,9,"Spokane",229071
1550,2,"1077","2",9,9,"Spokane",229071
1795,3,"1289","2",5,9,"Spokane",229071
1575,1,"793","1",8,9,"Spokane",229071
1200,2,"600","1",0,9,"Spokane",229071
1150,0,"600","1",7,9,"Spokane",229071
1475,1,"782","1",8,9,"Spokane",229071
1460,2,"956","2",7,9,"Spokane",229071
1620,1,"774","1",8,9,"Spokane",229071
1565,2,"960","1",7,9,"Spokane",229071
2050,3,"1401","2.5",6,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
1582,2,"1034","2",7,9,"Spokane",229071
1200,0,"540","1",6,9,"Spokane",229071
1040,2,"1040","2",7,9,"Spokane",229071
1229,1,"731","1",7,9,"Spokane",229071
1350,1,"935","1",7,9,"Spokane",229071
1495,2,"956","2",6,9,"Spokane",229071
1548,2,"924","1",8,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1350,2,"728","1",7,9,"Spokane",229071
1260,2,"955","1",6,9,"Spokane",229071
1540,2,"825","1",8,9,"Spokane",229071
1345,2,"931","1",6,9,"Spokane",229071
910,0,"227","1",6,9,"Spokane",229071
1025,0,"777","1",7,9,"Spokane",229071
1282,2,"925","1",7,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1300,0,"604","1",8,9,"Spokane",229071
1614,2,"986","1",7,9,"Spokane",229071
1335,1,"759","1",7,9,"Spokane",229071
1370,2,"931","2",6,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
2095,3,"1498","2",6,9,"Spokane",229071
1534,2,"1027","2",7,9,"Spokane",229071
1645,3,"1187","2",7,9,"Spokane",229071
1645,3,"1200","2",7,9,"Spokane",229071
1645,3,"1200","2",7,9,"Spokane",229071
1695,2,"1150","2",3,9,"Spokane",229071
1150,0,"600","1",7,9,"Spokane",229071
1150,0,"600","1",7,9,"Spokane",229071
1300,0,"574","1",6,9,"Spokane",229071
1446,2,"1025","2",8,9,"Spokane",229071
1925,3,"1228","2",6,9,"Spokane",229071
1925,3,"1228","2",6,9,"Spokane",229071
950,2,"960","1",5,9,"Spokane",229071
1375,3,"1280","1",6,9,"Spokane",229071
1995,4,"1600","2",4,9,"Spokane",229071
1150,2,"1000","1",6,9,"Spokane",229071
1825,4,"2386","1.5",5,9,"Spokane",229071
2175,3,"1331","2",7,9,"Spokane",229071
1795,3,"1600","2.5",7,9,"Spokane",229071
1095,1,"498","1",6,9,"Spokane",229071
1895,4,"1904","1",5,9,"Spokane",229071
1145,2,"928","1",6,9,"Spokane",229071
1695,2,"880","1",6,9,"Spokane",229071
1195,2,"1100","1",6,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1469,1,"787","1",7,9,"Spokane",229071
1440,2,"857","1",7,9,"Spokane",229071
1200,2,"740","1",7,9,"Spokane",229071
1645,3,"1200","2",7,9,"Spokane",229071
1645,3,"1200","2",2,9,"Spokane",229071
1332,2,"889","1",7,9,"Spokane",229071
1645,3,"1200","2",7,9,"Spokane",229071
1300,0,"604","1",8,9,"Spokane",229071
1645,3,"1200","2",7,9,"Spokane",229071
1345,2,"931","1",6,9,"Spokane",229071
1635,2,"573","1",6,9,"Spokane",229071
1677,3,"1250","2",8,9,"Spokane",229071
1645,3,"1200","2",2,9,"Spokane",229071
1623,2,"895","2",8,9,"Spokane",229071
1344,2,"922","1",8,9,"Spokane",229071
2050,3,"1401","2.5",6,9,"Spokane",229071
1260,2,"955","1",6,9,"Spokane",229071
1450,2,"844","1",7,9,"Spokane",229071
1925,3,"1316","2",7,9,"Spokane",229071
1495,2,"956","2",6,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
1375,1,"760","1",7,9,"Spokane",229071
1887,2,"975","2",8,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1400,1,"810","1",6,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1458,2,"875","1",3,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1795,3,"1240","2",8,9,"Spokane",229071
1495,2,"1015","2",8,9,"Spokane",229071
1795,2,"1022","2",8,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1050,2,"1150","1",4,9,"Spokane",229071
1300,1,"814","1",6,9,"Spokane",229071
1100,2,"795","1",9,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1800,3,"1286","2",8,9,"Spokane",229071
1286,1,"719","1",7,9,"Spokane",229071
1677,3,"1250","2",8,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1660,2,"1089","2",8,9,"Spokane",229071
1727,3,"1190","2",7,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1862,3,"1190","2",7,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1900,3,"1135","2",6,9,"Spokane",229071
1325,2,"1050","1",5,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1625,2,"1125","2.5",7,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1350,2,"874","1.5",8,9,"Spokane",229071
1475,2,"957","1",3,9,"Spokane",229071
1300,2,"984","2",7,9,"Spokane",229071
1425,2,"1025","2",6,9,"Spokane",229071
1750,3,"1316","2.5",7,9,"Spokane",229071
1725,2,"1141","2",7,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1550,2,"1060","2",6,9,"Spokane",229071
1775,2,"831","2",10,9,"Spokane",229071
889,1,"690","1",8,9,"Spokane",229071
1750,2,"950","1",5,9,"Spokane",229071
1250,0,"467","1",10,9,"Spokane",229071
1340,1,"598","1",10,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
1550,2,"1112","2",3,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1300,1,"725","1",6,9,"Spokane",229071
1675,2,"1083","2",6,9,"Spokane",229071
1862,3,"1190","2",7,9,"Spokane",229071
1995,3,"1296","2",3,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
1705,3,"1289","2",7,9,"Spokane",229071
1800,2,"1084","2",3,9,"Spokane",229071
1275,1,"812","1",7,9,"Spokane",229071
1250,1,"712","1",7,9,"Spokane",229071
1550,3,"1073","1",7,9,"Spokane",229071
1610,2,"1028","2",7,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1862,3,"1190","2",7,9,"Spokane",229071
891,1,"582","1",8,9,"Spokane",229071
891,1,"582","1",8,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1475,2,"957","1",3,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
1862,3,"1190","2",7,9,"Spokane",229071
1795,3,"1240","2",8,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1595,2,"920","2",8,9,"Spokane",229071
1066,2,"844","1",8,9,"Spokane",229071
1550,2,"1112","2",3,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1400,1,"810","1",6,9,"Spokane",229071
889,1,"690","1",8,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
889,1,"690","1",8,9,"Spokane",229071
1450,2,"800","1",4,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
2500,5,"1800","2",5,9,"Spokane",229071
1300,1,"814","1",6,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1286,1,"719","1",7,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1568,1,"875","1",7,9,"Spokane",229071
2500,3,"1846","2",8,9,"Spokane",229071
1862,3,"1190","2",7,9,"Spokane",229071
1950,2,"1850","1",6,9,"Spokane",229071
1795,2,"1800","1",4,9,"Spokane",229071
1795,2,"1800","1",4,9,"Spokane",229071
2795,3,"2810","2",8,9,"Spokane",229071
1495,3,"1600","2",3,9,"Spokane",229071
1255,1,"727","1",7,9,"Spokane",229071
2500,3,"1805","3",8,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
2200,3,"1200","1.5",7,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1862,1,"1190","1",7,9,"Spokane",229071
1677,3,"1250","2",8,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1862,1,"1190","1",7,9,"Spokane",229071
950,1,"775","1",3,9,"Spokane",229071
800,0,"750","1",3,9,"Spokane",229071
1100,2,"900","1",4,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1749,3,"1187","2",8,9,"Spokane",229071
1532,2,"1077","2",10,9,"Spokane",229071
1235,1,"817","1",9,9,"Spokane",229071
1095,1,"605","1",7,9,"Spokane",229071
1600,2,"1600","2",5,9,"Spokane",229071
1195,2,"900","1",5,9,"Spokane",229071
1495,3,"1238","2",6,9,"Spokane",229071
1650,2,"1068","2",5,9,"Spokane",229071
1895,3,"1275","2",7,9,"Spokane",229071
1600,2,"988","2",5,9,"Spokane",229071
1625,2,"1040","2",6,9,"Spokane",229071
1625,2,"1040","2",6,9,"Spokane",229071
995,1,"450","1",5,9,"Spokane",229071
995,1,"780","1",4,9,"Spokane",229071
1800,3,"1235","2",7,9,"Spokane",229071
1650,2,"1068","2",5,9,"Spokane",229071
1195,2,"855","1",6,9,"Spokane",229071
1295,1,"820","1",6,9,"Spokane",229071
1495,2,"1015","2",8,9,"Spokane",229071
1300,1,"657","1",8,9,"Spokane",229071
1795,3,"1240","2",8,9,"Spokane",229071
1850,3,"1228","2",5,9,"Spokane",229071
1695,2,"1022","2",8,9,"Spokane",229071
1300,1,"657","1",7,9,"Spokane",229071
1900,2,"1500","1",5,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1525,2,"1200","2.5",6,9,"Spokane",229071
1800,3,"1235","2",7,9,"Spokane",229071
1850,3,"1228","2",5,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1568,1,"875","1",3,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1862,1,"1190","1",3,9,"Spokane",229071
1200,4,"1904","2",6,9,"Spokane",229071
1400,3,"1391","2",6,9,"Spokane",229071
1950,3,"1000","1.5",2,9,"Spokane",229071
1690,2,"805","2",7,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1737,2,"950","2",9,9,"Spokane",229071
1375,0,"642","1",8,9,"Spokane",229071
1814,2,"1102","2",9,9,"Spokane",229071
2591,2,"1618","2",9,9,"Spokane",229071
1795,3,"1240","2",8,9,"Spokane",229071
1795,2,"1022","2",8,9,"Spokane",229071
1495,2,"1015","2",8,9,"Spokane",229071
1800,3,"1235","2",7,9,"Spokane",229071
1885,3,"990","2",5,9,"Spokane",229071
1381,1,"719","1",7,9,"Spokane",229071
1800,3,"1235","2",7,9,"Spokane",229071
1900,3,"1306","2",5,9,"Spokane",229071
1200,1,"630","1",8,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1425,2,"800","1",8,9,"Spokane",229071
1580,1,"922","1",3,9,"Spokane",229071
1725,2,"1080","2",4,9,"Spokane",229071
1850,2,"1124","2",6,9,"Spokane",229071
1800,3,"1235","2",7,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1425,1,"774","1",7,9,"Spokane",229071
1725,2,"1141","2",7,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1677,3,"1250","2",8,9,"Spokane",229071
1568,1,"875","1",3,9,"Spokane",229071
1458,2,"875","1",7,9,"Spokane",229071
1276,1,"719","1",7,9,"Spokane",229071
1468,1,"875","1",7,9,"Spokane",229071
1306,1,"719","1",7,9,"Spokane",229071
1400,1,"755","1",8,9,"Spokane",229071
850,1,"800","1",6,9,"Spokane",229071
1800,3,"1286","2",8,9,"Spokane",229071
1660,2,"1104","2",8,9,"Spokane",229071
1862,1,"1190","1",3,9,"Spokane",229071
2238,2,"924","1.5",8,9,"Spokane",229071
1737,2,"950","2",9,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1750,1,"682","1",9,9,"Spokane",229071
2650,4,"2200","3",6,9,"Spokane",229071
1381,1,"719","1",7,9,"Spokane",229071
1800,3,"1235","2",7,9,"Spokane",229071
1276,1,"719","1",3,9,"Spokane",229071
1625,2,"1040","2",6,9,"Spokane",229071
1225,0,"612","1",6,9,"Spokane",229071
1450,2,"912","2",6,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
1150,0,"383","1",9,9,"Spokane",229071
2450,4,"1492","2",7,9,"Spokane",229071
1800,3,"1235","2",7,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1568,1,"875","1",3,9,"Spokane",229071
1995,3,"1300","2",6,9,"Spokane",229071
1595,2,"920","2",8,9,"Spokane",229071
1677,3,"1250","2",8,9,"Spokane",229071
1795,2,"1020","2",8,9,"Spokane",229071
1895,2,"1118","2",6,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
850,1,"800","1",6,9,"Spokane",229071
1276,1,"719","1",3,9,"Spokane",229071
1276,1,"719","1",3,9,"Spokane",229071
1046,1,"680","1",5,9,"Spokane",229071
1150,0,"383","1",10,9,"Spokane",229071
1468,2,"875","1",3,9,"Spokane",229071
1175,1,"812","1",3,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1468,2,"875","1",7,9,"Spokane",229071
1231,2,"780","1",5,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1566,2,"1140","2",8,9,"Spokane",229071
1468,2,"875","1",7,9,"Spokane",229071
1375,1,"812","1",3,9,"Spokane",229071
1595,2,"995","1",5,9,"Spokane",229071
1195,2,"659","1",8,9,"Spokane",229071
725,0,"311","1",7,9,"Spokane",229071
925,1,"424","1",8,9,"Spokane",229071
895,1,"435","1",8,9,"Spokane",229071
725,0,"311","1",7,9,"Spokane",229071
1862,3,"1190","2",3,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1895,2,"1118","2",6,9,"Spokane",229071
985,1,"705","1",8,9,"Spokane",229071
1677,3,"1250","2",8,9,"Spokane",229071
1276,1,"719","1",3,9,"Spokane",229071
1466,2,"1025","2",8,9,"Spokane",229071
1862,3,"1190","2",3,9,"Spokane",229071
2495,4,"2000","3",5,9,"Spokane",229071
