date,title,link,price,bedroom,sqft,neighborhood,bathroom,amenities
Jan 18,One Bedroom Mckeesport Apartment,https://pittsburgh.craigslist.org/apa/d/mckeesport-one-bedroom-mckeesport/7579987915.html,$825,1br,1,Versailles Ave,1,"['air conditioning', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,1BR Apartment in North Hills on Perry Hwy W/ Parking and Heat Included,https://pittsburgh.craigslist.org/apa/d/pittsburgh-1br-apartment-in-north-hills/7579987034.html,$825,1br,,pittsburgh,1,"['cats are OK - purrr', 'apartment', 'laundry on site', 'off-street parking', 'rent period: monthly']"
Jan 18,CALL NOW!! Move in ASAP!!🏃.🏃‍♀️,https://pittsburgh.craigslist.org/apa/d/bethel-park-call-now-move-in-asap/7575138218.html,$919,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,$99 Deposit! Want it? Make it Yours!,https://pittsburgh.craigslist.org/apa/d/pittsburgh-99-deposit-want-it-make-it/7571279477.html,$879,1br,,Baldwin,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,Fall in LOVE 💗 With this 2 bedroom apartment!,https://pittsburgh.craigslist.org/apa/d/pittsburgh-fall-in-love-with-this/7571288719.html,"$1,049",1br,,Baldwin,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Right Around the Corner, Near Everywhere You Want to Be",https://pittsburgh.craigslist.org/apa/d/pittsburgh-right-around-the-corner-near/7571285395.html,$879,1br,,Baldwin,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Don't Wait, ☎️ Today $99 Deposit Special",https://pittsburgh.craigslist.org/apa/d/pittsburgh-dont-wait-today-99-deposit/7571288772.html,$879,1br,,Baldwin,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,"Don't Wait, ☎️ Today $99 Deposit Special",https://pittsburgh.craigslist.org/apa/d/pittsburgh-dont-wait-today-99-deposit/7571285531.html,"$1,049",2br,,Baldwin,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,$99 Deposit! Want it? Make it Yours!,https://pittsburgh.craigslist.org/apa/d/bethel-park-99-deposit-want-it-make-it/7573921837.html,$899,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
Jan 18,This is what you've been looking for🔮 $99 Deposit Special,https://pittsburgh.craigslist.org/apa/d/bethel-park-this-is-what-youve-been/7573921917.html,$899,1br,,Bethel Park,1,"['air conditioning', 'cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
