date,title,link,price,bedroom,sqft,neighborhood,bathroom,amenities
1/16,"37th 2811 E - Duplex, South Hill, 4 Bedroom 1.5 Bath & 1 Car Garage",https://spokane.craigslist.org/apa/d/spokane-37th-2811-duplex-south-hill/7576343880.html,"$1,895",4br,,South Hill Spokane by Ferris High School,1.5,"['cats are OK - purrr', 'dogs are OK - wooof', 'duplex', 'w/d hookups', 'no smoking', 'detached garage', 'rent period: monthly']"
1/16,11th 1125 W #M - 2 Bedroom & 1 Bath 3rd Level Unit South Hill,https://spokane.craigslist.org/apa/d/spokane-11th-1125-m-bedroom-bath-3rd/7573705878.html,"$1,150",2br,1000,South Hill Spokane WA,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/16,Monroe 4827 N - North Spokane Shadle Craftsman Home 4 Bedroom/1.5 Bath,https://spokane.craigslist.org/apa/d/spokane-monroe-4827-north-spokane/7573707183.html,"$1,825",4br,2386,"Shadle Park, North Spokane WA",1.5,"['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d hookups', 'detached garage', 'rent period: monthly']"
1/16,"Taco Tuesday Coming Up! Join us on January 24th, 12-4:30!",https://spokane.craigslist.org/apa/d/veradale-taco-tuesday-coming-up-join-us/7579143195.html,"$2,175",3br,1331,Spokane Valley,2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'carport', 'rent period: monthly']"
1/16,Chronicle 611 S - 3 Bed & 2.5 Bath Townhouse,https://spokane.craigslist.org/apa/d/spokane-chronicle-611-bed-25-bath/7576344210.html,"$1,795",3br,1600,Spokane Valley,2.5,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'townhouse', 'w/d hookups', 'no smoking', 'attached garage', 'rent period: monthly']"
1/16,Wall 5617 N Home. 1 bedroom & 1 Bath with Garage & Shed North Spokane,https://spokane.craigslist.org/apa/d/spokane-wall-5617-home-bedroom-bath/7577927725.html,"$1,095",1br,498,"N Wall St., Franklin Park & North Spokane",1,"['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'no laundry on site', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/16,"Heroy 2229 E - Home 4 Bed, 1 Bath 2 Story with 2 Car Garage",https://spokane.craigslist.org/apa/d/spokane-heroy-2229-home-bed-bath-story/7576343693.html,"$1,895",4br,1904,North-East Spokane,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d hookups', 'detached garage', 'rent period: monthly']"
1/16,Sinto 2526 W Large 2 Upper Level bedroom 1 bath Duplex,https://spokane.craigslist.org/apa/d/spokane-sinto-2526-large-upper-level/7573705721.html,"$1,145",2br,928,Spokane,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'duplex', 'w/d hookups', 'no smoking', 'street parking', 'rent period: monthly']"
1/16,Stevens 4918 N - Remodeled Home in Shadle North Spokane 2 Bed 1 Bath,https://spokane.craigslist.org/apa/d/spokane-stevens-4918-remodeled-home-in/7578217099.html,"$1,695",2br,880,Shadle Park North Spokane,1,"['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'no smoking', 'detached garage', 'rent period: monthly']"
1/16,Spofford 1406 #A - Large 2 bedroom 1 bath Main Floor Victorian Duplex,https://spokane.craigslist.org/apa/d/spokane-spofford-1406-large-bedroom/7578247062.html,"$1,195",2br,1100,"Monroe, Maxwell, Spokane, West Spokane",1,"['cats are OK - purrr', 'dogs are OK - wooof', 'duplex', 'laundry in bldg', 'no smoking', 'off-street parking', 'rent period: monthly']"
1/16,🐱‍👓 GET A PAD YOU’RE PROUD OF 🐱‍👓,https://spokane.craigslist.org/apa/d/spokane-get-pad-youre-proud-of/7576244831.html,"$1,466",2br,1025,"7024 North Colton Street, Spokane, WA",2,"['air conditioning', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly', 'wheelchair accessible']"
1/16,"Wireless Router Station, Washer and Dryer in Each Apartment Home",https://spokane.craigslist.org/apa/d/spokane-wireless-router-station-washer/7579141310.html,"$1,469",1br,787,,1,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking', 'rent period: monthly']"
