date,title,link,price,brs,sqft,hood,bath,amenities
Oct  1,1br - Fully Renovated Luxury 1 Bedroom,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-fully-renovated/7206218312.html,3500,,,mission district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no smoking']"
Oct  1,SOMA Design District Furnished Studio Lease Takeover,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-design-district/7206210262.html,2760,,449.0,SOMA / south beach,,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'no smoking']"
Oct  1,3BD/3BA with easy access to MUNI and SF State!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3bd-3ba-with-easy-access/7198489936.html,3300,3,800.0,sunset / parkside,3Ba,"['application fee details: Credit/Background check prior to move in', 'apartment', 'no laundry on site', 'street parking']"
Oct  1,1 BD/1 BA with GG Bridge View in Prime Marina Location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bd-1-ba-with-gg-bridge/7200808889.html,3050,1,,marina / cow hollow,1Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Remodeled studio in prime Marina location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-studio-in-prime/7201403107.html,1895,,,marina / cow hollow,1Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'apartment', 'laundry on site', 'no smoking', 'carport']"
Oct  1,SUNNY NOE VALLEY  VIEW  EDWARDIAN 2/3BR (HOME  Office),https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-noe-valley-view/7206212257.html,5500,,1760.0,noe valley,,"['cats are OK - purrr', 'dogs are OK - wooof', 'flat', 'w/d in unit', 'no smoking']"
Oct  1,OWNER QUALITY 3 BR/2BA W/D IN UNIT!  ONE MONTH FREE!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-owner-quality-3-br-2ba-d/7194586664.html,4495,3,,mission district,2Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Upscale 2BD + office/1BA in Trophy Residence - Parking Available,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-upscale-2bd-office-1ba-in/7201385326.html,4700,1,,marina / cow hollow,1Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Top Floor Studio W/ Parking Available,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio-parking/7199477683.html,1995,,,russian hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Sunset View 🌇Your Home Is Waiting | Virtual & Self-Guided Tours,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunset-view-your-home-is/7196855097.html,4145,2,996.0,downtown / civic / van ness,2Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'attached garage', 'wheelchair accessible']"
Oct  1,Brand New - 2BD/2BA Residence Across From Lafayette Park,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brand-new-2bd-2ba/7196982079.html,5000,2,,pacific heights,2Ba,"['dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Stunning GGB Views W/D in unit/1 CAR PKG/ UTIL INCL!! in A+ Building,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-ggb-views-d-in/7198894847.html,5850,1,1300.0,russian hill,1Ba,"['application fee details: $45 per adult occupant 18 years or older', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Spacious and bright 2 BD/ 1 BA in prime location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-and-bright-2-bd/7192646677.html,3695,2,,russian hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Immaculate Junior 1 bd with a remodeled kitchen w/dishwasher,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-immaculate-junior-1-bd/7206218484.html,1595,1,,nob hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,"$2,150 Charming studio Page/Fillmore $1,000 move in incentive",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2150-charming-studio-page/7201682356.html,2150,,,lower haight,1Ba,"['cats are OK - purrr', 'apartment', 'no laundry on site', 'street parking']"
Oct  1,"$2,150! Lower Haight Studio  $1,000 move in incentive",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2150-lower-haight-studio/7190886593.html,2150,,,lower haight,1Ba,"['cats are OK - purrr', 'apartment', 'no laundry on site', 'no smoking', 'street parking']"
Oct  1,Mission district - Newly Remodeled -2/2.5BA - In unit Laundry,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mission-district-newly/7189754498.html,3975,2,1100.0,mission district,2.5Ba,"['apartment', 'w/d in unit', 'no parking']"
Oct  1,Cozy Convenient ON SPECIAL⏰AMORTIZED⏰,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-cozy-convenient-on/7196707067.html,2685,1,596.0,downtown / civic / van ness,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,"Bright, immaculate 3 Bd/1 Ba Apt.  with magnificent Bay bridge view",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-immaculate-3-bd-1/7206215932.html,3695,3,,north beach / telegraph hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,"Three Bed Two Bath - Views, Parking, Outdoor Space! ~ J.Wavro",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-three-bed-two-bath-views/7206215687.html,5495,3,,potrero hill,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,"*Penthouse View* Bright, Immaculate, H/W, Secure, 2 Blocks to UCSF",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-penthouse-view-bright/7199242925.html,2250,,,cole valley / ashbury hts,,['apartment']
Oct  1,"Spacious, modern, and amazing location in heart of Mission!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-modern-and/7194340076.html,4600,3,1250.0,mission district,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,1-MONTH FREE Beautiful Apartment-Lower Pac Heights,https://sfbay.craigslist.org/sfc/apa/d/1-month-free-beautiful-apartment-lower/7190974161.html,5450,4,,lower pac hts,2Ba,"['apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,Beautiful Apartment-Lower Pac Heights 1-MONTH FREE!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-apartment-lower/7190971989.html,2600,2,,lower pac hts,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"WELCOME TO YOUR NEW BRIGHT, MODERN HOME",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-welcome-to-your-new/7206213885.html,2200,1,,inner richmond,1Ba,"['apartment', 'street parking']"
Oct  1,Large remodeled studio - A must see!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-remodeled-studio/7206206289.html,1875,,450.0,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'street parking']"
Oct  1,Huge Reduction! -Perfect for WFH - Modern Floor Plan- New Skylights,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-reduction-perfect/7197576472.html,3450,2,950.0,mission district,2Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,Immaculate 2br/3br & newly upgraded 1.5 bathrooms w/private garden,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-immaculate-2br-3br-newly/7206213537.html,3900,3,,nob hill,1.5Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,TOP FLOOR 3 bedroom flat located just blocks to Alamo Square Park!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-3-bedroom-flat/7206213324.html,4195,3,,NOPA,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no parking']"
Oct  1,Charming studio on historic Filbert Steps,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-studio-on/7206212771.html,1950,,700.0,north beach / telegraph hill,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'no parking']"
Oct  1,2 BR Fully Remodeled 800 sq ft 1/2 block from Dolores Park,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-br-fully-remodeled-800/7206212385.html,3200,2,800.0,mission district,1Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'no smoking', 'no parking']"
Oct  1,Nice Bright 2 bedroom 1 bath with home office upper unit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-nice-bright-2-bedroom-1/7199084985.html,3450,3,1000.0,russian hill,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"Beautiful, immaculate, spacious 2br/3br & 1.5 ba apt on top floor.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-immaculate/7206210523.html,3495,2,,nob hill,1.5Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,$ 3300/5 rooms---1525 ft flat on top floor,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rooms-ft-flat-on-top-floor/7192798081.html,3300,2,1525.0,sunset / parkside,1Ba,"['house', 'laundry on site', 'street parking']"
Oct  1,Quaint 2bd/1ba - 2 level - Pet friendly  ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quaint-2bd-1ba-2-level/7206210143.html,3250,2,,north beach / telegraph hill,1.5Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'street parking']"
Oct  1,Darling Studio w/ Large Private Patio,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-darling-studio-large/7206209443.html,2565,,303.0,SOMA / south beach,1Ba,"['condo', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,One BR W/ New Vinyl Hardwood Floors & Parking Included,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-br-new-vinyl-hardwood/7206205809.html,2600,1,,lower pac hts,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,Remodeled large studio - a must see!   First month free,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-large-studio/7206198179.html,1595,,400.0,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'street parking']"
Oct  1,Pet friendly 1 BD - Mission ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-1-bd-mission/7206203106.html,2350,1,,mission district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no parking']"
Oct  1,"Large, Sunny 3BDRM Upper Flat 1 Block from 24th St",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-sunny-3bdrm-upper/7206202947.html,4725,3,,noe valley,1Ba,"['apartment', 'w/d in unit']"
Oct  1,"Large, Sunny 3BDRM Upper Flat 1 Block from 24th St",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-sunny-3bdrm-upper/7206202502.html,4725,3,,noe valley,1Ba,"['apartment', 'w/d in unit']"
Oct  1,"Furnished Generous Cupertino 2BR, w/ Gym, Pool, walk to Shops (345)",https://sfbay.craigslist.org/sfc/apa/d/cupertino-furnished-generous-cupertino/7203213959.html,4190,2,9880.0,Cupertino,2Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Quiet Mission Dolores 1BR w/ Gym, BBQ, near Bart/Muni (SFO 1",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-quiet-mission/7203179656.html,3190,1,6600.0,Mission Dolores,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Lux Rincon Hill Studio w/ Gym, BBQ, nr. Bay Bridge (239)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-lux-rincon-hill/7203160532.html,3290,,4900.0,Rincon Hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Modern 1BR Telegraph HIll, w/Gym, near Coit Tower (39)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-modern-1br/7203120366.html,3190,1,5800.0,Telegraph Hill,1Ba,"['furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Cozy Cupertino 2BR w/ Gym, Pool, nr. Apple & Google",https://sfbay.craigslist.org/sfc/apa/d/cupertino-furnished-cozy-cupertino-2br/7203021434.html,3890,2,9500.0,Cupertino,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Mod Castro 1BR w/ W/D, Parking, Shared Pool, nr. Muni (226)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-mod-castro-1br/7202766116.html,2890,1,6000.0,The Castro,1Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Lux North Beach Studio w/ Pool, Gym, Parking, nr. Muni (235)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-lux-north-beach/7202781040.html,2690,,4970.0,North Beach,1Ba,"['furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Quiet Mission Dolores 1BR w/ Gym, BBQ, near Bart/Muni (SFO 1",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-quiet-mission/7202748833.html,3190,1,6600.0,Mission Dolores,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Bright Mountain View 1BR w/ Pool, Gym, nr. SU & Google (279)",https://sfbay.craigslist.org/sfc/apa/d/mountain-view-furnished-bright-mountain/7202733518.html,3290,1,6510.0,Mountain View,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Historic Lower Nob Hill 1BR w/ W/D, 1 min walk to SFMH (122)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-historic-lower/7202695718.html,3190,1,7500.0,Lower Nob Hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Open Hayes Valley Studio w/ Rooftop, W/D, near BART (112)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-open-hayes/7198266612.html,2690,,4600.0,Hayes Valley,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,"Furnished, Homey Hayes Valley Studio w/ Gym, walk to Tech HQs (99)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-homey-hayes/7198662347.html,3290,,5500.0,Hayes Valley,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Bright Nob Hill Studio w/ Gym, Sauna + City View (05)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bright-nob-hill/7198758013.html,3290,,5200.0,Nob Hill,1Ba,"['furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Airy Fremont 2BR w/ W/D, Parking, by Tesla & Shops (360)",https://sfbay.craigslist.org/sfc/apa/d/fremont-furnished-airy-fremont-2br-w/7198938909.html,3190,2,10290.0,Fremont,2Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished 1BR South Beach, w/ Balcony + Spa, next to SF Bay (52)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-1br-south-beach/7199321191.html,3590,1,6360.0,South Beach,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Lower Nob Hill Studio, w/ Roofdeck near Union Sq (11)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-lower-nob-hill/7199490866.html,1990,,4160.0,Lower Nob Hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'laundry in bldg', 'no smoking']"
Oct  1,"Furnished Lux SoMa 2BR w/ Gym, Roofdeck, by Muni, BART & Airbnb (297)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-lux-soma-2br/7197665255.html,4290,2,9330.0,SoMa,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Roomy Fremont 1BR w/ Pool, Gym, near Tesla factory (333)",https://sfbay.craigslist.org/sfc/apa/d/fremont-furnished-roomy-fremont-1br/7198042241.html,3290,1,6980.0,Fremont,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Bright Hayes Valley Studio w/ Gym, walk to Tech HQs (98)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bright-hayes/7197573364.html,3690,,4500.0,Hayes Valley,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Airy Fremont 2BR w/ W/D, Parking, by Tesla & Shops (360)",https://sfbay.craigslist.org/sfc/apa/d/fremont-furnished-airy-fremont-2br-w/7201312805.html,3190,2,10290.0,Fremont,2Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Bright Rincon Hill 2BR w/ Rooftop, Hot Tub, nr. SV (285)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-bright-rincon/7201274600.html,5590,2,9330.0,Rincon Hill,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Sunlit SoMa Studio w/ Gym + Rooftop Lounge, near Tech HQs (9",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-sunlit-soma/7201124465.html,2490,,4600.0,SoMa,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Roomy Cupertino 1BR, w/ Gym, Pool, by Shops (347)",https://sfbay.craigslist.org/sfc/apa/d/cupertino-furnished-roomy-cupertino-1br/7203805715.html,3190,1,7090.0,Cupertino,1Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Roomy South Beach 2BR w/Pool + Gym, next to SF Bay (29)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-roomy-south/7203755443.html,3690,2,11000.0,South Beach,2Ba,"['furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Hip South Park Studio, 2 mins. from South Park (72)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-hip-south-park/7203718380.html,3490,,4500.0,South Park,1Ba,"['furnished', 'apartment', 'laundry in bldg', 'no smoking']"
Oct  1,"Furnished Lux SoMa Studio w/ Gym, Pool, W/D, by Muni & Shops (355)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-lux-soma-studio/7203660611.html,2890,,4860.0,SoMa,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Cozy Telegraph Hill Studio, w/ Spa, near Coit Tower (38)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-cozy-telegraph/7203637767.html,2490,,4800.0,Telegraph Hill,1Ba,"['furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Open 2BR Mission Bay, w/ Pool + A/C, near Caltrain (42)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-open-2br/7203398487.html,5690,2,11020.0,Mission Bay,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Spacious Marina Dist 2BR w/ W/D, walk to Marina Green (129)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-spacious-marina/7203482162.html,4790,2,9450.0,Marina District,1Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Airy North Beach 1BR w/ Pool, Fitness Center, near Muni (23",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-airy-north/7203374730.html,3390,1,7230.0,North Beach,1Ba,"['furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,"Furnished, Airy DT Mountain View 1BR w/ Pool, Gym, near Caltrain (127)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-airy-dt/7203339020.html,3790,1,7000.0,Mountain View,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,"Furnished Rad SoMa Studio w/ Gym, Pool, W/D, by Muni & Shops (350)",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-rad-soma-studio/7203360367.html,3090,,4700.0,SoMa,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment', 'w/d in unit', 'no smoking', 'off-street parking']"
Oct  1,Spacious Top Floor 3 bd 2 ba - NOPA ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-top-floor-3-bd-2/7206201188.html,4995,3,,alamo square / nopa,2Ba,"['apartment', 'w/d in unit', 'no parking']"
Oct  1,2bd Top Floor with in unit laundry ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2bd-top-floor-with-in/7206199908.html,3995,2,,lower haight,1Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'street parking']"
Oct  1,Sunny One Bdrm-Parking-,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-sunny-one-bdrm-parking/7204547612.html,2295,1,,noe valley,1Ba,"['application fee details: None if you provide the information listed', 'apartment', 'laundry in bldg', 'listed by: Artal Properties', 'no smoking', 'carport']"
Oct  1,Large Studio-Hrwd Flrs-Separate Kitchen-Great Location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-hrwd-flrs/7204547966.html,2095,,,inner richmond,1Ba,"['application fee details: None if you provide the information listed', 'apartment', 'laundry in bldg', 'listed by: Artal Properties', 'no smoking', 'street parking']"
Oct  1,Two level-One Bdrm-Hrwd Flrs-View-Great Location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-two-level-one-bdrm-hrwd/7203471651.html,2500,1,,noe valley,1Ba,"['application fee details: None if you provide the information listed', 'apartment', 'laundry in bldg', 'listed by: Artal Properties', 'no smoking', 'street parking']"
Oct  1,Studio close to Alamo Square ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-close-to-alamo/7206197957.html,1650,,,western addition,1Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'street parking']"
Oct  1,Top floor 2 bd - Pet Friendly - Mission ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-2-bd-pet/7206196593.html,2995,2,,mission district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no parking']"
Oct  1,Super Sunny Corner Apartment with Incredible Views,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-super-sunny-corner/7206196537.html,2595,1,,lower haight,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'street parking']"
Oct  1,Beautiful light-filled top floor penthouse with views,https://sfbay.craigslist.org/sfc/apa/d/beautiful-light-filled-top-floor/7206188656.html,4500,2,1700.0,pacific heights,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,large studio w/parking and extra storage,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-parking-and/7201183811.html,2000,,500.0,twin peaks / diamond hts,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,Top Floor 3 bd 1 ba - in unit w/d ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-3-bd-1-ba-in/7206195153.html,3595,3,,SOMA / south beach,1Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'no parking']"
Oct  1,lrg 1 bedroom / 1 bath apartment w/garage parking,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-lrg-1-bedroom-1-bath/7203619163.html,2700,1,600.0,richmond / seacliff,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'attached garage']"
Oct  1,1 bedroom 1 bath and parking  included,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-bedroom-1-bath-and/7203128030.html,2500,1,600.0,twin peaks / diamond hts,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'carport']"
Oct  1,Top Floor!  5 Bedroom Flat with Amazing Yard!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-5-bedroom-flat/7206185769.html,6300,5,1886.0,USF / panhandle,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Room Rent Near  Little Italy!!!!,https://sfbay.craigslist.org/sfc/apa/d/room-rent-near-little-italy/7201416763.html,1000,,,north beach / telegraph hill,,['apartment']
Oct  1,"Second-floor studio, preview for October move-in",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-second-floor-studio/7203695583.html,1800,,440.0,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Pet Friendly Nopa Apt just a block from Alamo Square Park!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-nopa-apt/7200702764.html,4195,3,,alamo square / nopa,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'flat', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Large studio with expansive views across the bay!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-with/7203298996.html,2095,,,Ashbury Heights,1Ba,"['dogs are OK - wooof', 'apartment', 'laundry in bldg']"
Oct  1,3 bedroom remodeled apartment - First month free,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-3-bedroom-remodeled/7200169064.html,3595,3,1100.0,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'no parking']"
Oct  1,"Pet Friendly Jr. 1 Br in NOPA, just blocks to Alamo Square Park!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pet-friendly-jr-1-br-in/7203379716.html,1895,1,,alamo square / nopa,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking', 'street parking']"
