date,title,link,price,brs,sqft,hood,bath,amenities
Oct  1,1 block to trendy Fillmore St! Parking available! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1-block-to-trendy/7206416247.html,3075,2,,lower pac hts,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,#LiveTuring & Work Remotely at Our Stunning Rooftop Pool w/ Free WiFi!,https://sfbay.craigslist.org/sfc/apa/d/milpitas-liveturing-work-remotely-at/7206419904.html,3795,2,1155.0,,2Ba,['apartment']
Oct  1,Rear Cottage | In-Unit Washer and Dryer | Balboa Street Corridor,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rear-cottage-in-unit/7206403605.html,2900,2,,inner richmond,1Ba,"['application fee details: $45 Application Fee', 'apartment', 'w/d in unit', 'listed by: Chandler Properties Lic# 01901416', 'no smoking', 'no parking']"
Oct  1,"Fantastic 3-bedroom, 2-bathroom Duplex/Triplex in San Francisco, CA",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fantastic-3-bedroom-2/7206345084.html,4300,3,1600.0,excelsior / outer mission,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'duplex', 'laundry in bldg', 'attached garage']"
Oct  1,"4BR/2BA: Newly Remodeled, Safe, Convenient location",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4br-2ba-newly-remodeled/7206419494.html,3600,4,1000.0,alamo square / nopa,2Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Remodeled Russian Hill apt! In the back -- very QUIET ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-russian-hill/7206415258.html,2600,1,,russian hill,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Huge Sunny 2 Story Loft - 6 min Walk from Caltrain (Dogpatch),https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-sunny-2-story-loft-6/7202928854.html,3200,2,1200.0,potrero hill,2Ba,"['application fee details: $0 application fee', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,NEAR USF 4 bdrm Flat SHOWING TODAY,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-near-usf-4-bdrm-flat/7206418537.html,4000,4,,USF / panhandle,splitBa,"['cats are OK - purrr', 'dogs are OK - wooof', 'flat']"
Oct  1,Live/work Loft in Sunny Central Waterfront,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-live-work-loft-in-sunny/7201767753.html,3480,2,1410.0,potrero hill,2Ba,"['loft', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"6BR/3BA Flat - Convenient, Safe Location near UCSF",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-6br-3ba-flat-convenient/7206418392.html,5000,6,2100.0,inner sunset / UCSF,3Ba,"['furnished', 'apartment', 'no laundry on site', 'no smoking', 'street parking']"
Oct  1,#LiveTuring Trader Joe's Open Downstairs! Rooftop Pool! 8 Weeks Free!,https://sfbay.craigslist.org/sfc/apa/d/milpitas-liveturing-trader-joes-open/7205104841.html,2635,1,783.0,,1Ba,['apartment']
Oct  1,"Live, work and play from Alamo square Park!  ~ J.Wavro",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-live-work-and-play-from/7206417910.html,2650,1,,alamo square / nopa,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Reserve Now for Awesome Rates- 8 Weeks Free,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-reserve-now-for-awesome/7206417862.html,2005,,422.0,SOMA / south beach,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,Fully Remodeled Flat on Potrero Hill Above Classic Coffeehouse,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fully-remodeled-flat-on/7199975893.html,4900,3,1303.0,potrero hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'street parking']"
Oct  1,Quiet Bright Remodeled Top Floor Russian Hill 2bd! Patio! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-quiet-bright-remodeled/7206409437.html,3395,2,1000.0,russian hill,1Ba,"['apartment', 'w/d in unit', 'no smoking']"
Oct  1,Exceptional New Construction 3BD/2.5 BA Condo in V20,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-exceptional-new/7206409426.html,6100,3,,mission district,2.5Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,The Linea  - Roommate Perfect - Full Service Bldg,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-the-linea-roommate/7203379194.html,3500,2,,hayes valley,2Ba,"['application fee details: $30.00', 'apartment', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,Studio Apartment With Modern Appliances! Call Today For Details!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-apartment-with/7206417592.html,1799,,,SOMA / south beach,1Ba,"['EV charging', 'application fee details: No Application Fee and $1,000 Deposit on Approved Credit', 'apartment', 'laundry in bldg', 'no smoking', 'detached garage', 'wheelchair accessible']"
Oct  1,First-floor one-bedroom in Theater District,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-first-floor-one-bedroom/7206417583.html,1950,,500.0,lower nob hill,1Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,"Mid-Century Miraloma Park Home, Pkg, W/D In Unit | Elite Leasing",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mid-century-miraloma-park/7206417478.html,4600,3,,glen park,2Ba,"['application fee details: $40.00 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"Mid-Century Miraloma Park Home, Pkg, W/D In Unit | Elite Leasing",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-mid-century-miraloma-park/7206415327.html,4600,3,,twin peaks / diamond hts,2Ba,"['application fee details: $40.00 per applicant', 'cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,"Beautiful 1BR w/crown molding, granite, lots closet space,by the beach",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-1br-crown/7206417340.html,2195,1,750.0,richmond / seacliff,1Ba,"['apartment', 'no laundry on site', 'street parking']"
Oct  1,Victorian 3 bedroom - video available!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-victorian-3-bedroom-video/7189003940.html,3490,3,,lower pac hts,1Ba,"['application fee details: $30', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,Large 3 bdrm 1 1/2 bath w/partial bay and city view. Near UCSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-3-bdrm-bath-partial/7199782079.html,4500,3,1100.0,cole valley / ashbury hts,1.5Ba,"['apartment', 'w/d in unit', 'no smoking']"
Oct  1,Corona Heights 1BD 1BA AMAZING VIEWS,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-corona-heights-1bd-1ba/7206416112.html,2995,1,,cole valley / ashbury hts,1Ba,"['apartment', 'laundry on site']"
Oct  1,Move In By October 31st & Get 3 Months Free! No Rent Until 2021!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-move-in-by-october-31st/7206400260.html,2596,,450.0,mission district,1Ba,['apartment']
Oct  1,"Controlled-access bike storage, Oversized walk-in closets, Wine rack",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-controlled-access-bike/7206414960.html,3943,3,1452.0,visitacion valley,2.5Ba,['apartment']
Oct  1,Market & Church,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-market-church/7206413592.html,2000,,,castro / upper market,2.5Ba,['apartment']
Oct  1,Exceptional  3 BD/2.5 BA Condo in V20 with 1000 SF Private Patio!!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-exceptional-3-bd-25-ba/7206408657.html,6400,3,,mission district,2.5Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,1br - Beautiful 1x1 Bedroom In Central Location!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1br-beautiful-1x1-bedroom/7206413522.html,1999,1,,SOMA / south beach,1Ba,"['EV charging', 'application fee details: No Application Fee and $1,000 Deposit on Approved Credit', 'apartment', 'laundry in bldg', 'no smoking', 'detached garage', 'wheelchair accessible']"
Oct  1,NEW CONSTRUCTION 2BR/1.5BA TH w/ PRIVATE YARD!! & In-Unit W/D,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-new-construction-2br-15ba/7206407806.html,2995,2,,SOMA / south beach,1.5Ba,"['application fee details: $45.00 per all potential tenants applying who are over the age of 18 years old', 'cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,Large 1BR in Cow Hollow; 2 Months Free; Pet Friendly,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-1br-in-cow-hollow-2/7206413052.html,2995,1,,marina / cow hollow,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking']"
Oct  1,Near SoMa. All inclusive. Furnished. Coliving House,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-near-soma-all-inclusive/7206400716.html,1300,,,lower haight,1Ba,"['house', 'laundry on site', 'no smoking', 'street parking', 'wheelchair accessible']"
Oct  1,Near SoMa. All inclusive. Furnished. Coliving House,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-near-soma-all-inclusive/7202707536.html,1300,,,lower haight,1Ba,"['house', 'laundry on site', 'no smoking', 'street parking', 'wheelchair accessible']"
Oct  1,Beautifully Renovated 2BR/2BA on Divisadero St; in unit W/D,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-renovated-2br/7206412732.html,3600,2,,lower haight,2Ba,"['furnished', 'apartment', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,*Top Floor 2Br Flat*: PERFECT LOCATION IN MARINA WITH PARKING AVAIL,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-2br-flat/7206407065.html,5050,2,1500.0,marina / cow hollow,2Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,"Comfort and Convenience, Patios, In Home Washer and Dryer",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-comfort-and-convenience/7206412593.html,5915,3,1783.0,lower nob hill,3Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit']"
Oct  1,"Amazing unobstructed Bay, Bridge and City Skyline views! ~ J.Wavro",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-amazing-unobstructed-bay/7206412471.html,4750,3,1414.0,potrero hill,2Ba,"['apartment', 'laundry in bldg', 'attached garage']"
Oct  1,"Large apartment, private bedroom",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-apartment-private/7206395221.html,1300,3,,inner sunset / UCSF,2Ba,"['apartment', 'laundry in bldg', 'street parking']"
Oct  1,"Furnished, Airy North Beach 1BR w/ Pool, Fitness Center, near Muni (23",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-airy-north/7206412177.html,3390,1,7230.0,North Beach,1Ba,"['furnished', 'apartment', 'laundry in bldg', 'no smoking', 'off-street parking']"
Oct  1,THE ROOM YOU DESERVE!!!!!!!!,https://sfbay.craigslist.org/sfc/apa/d/the-room-you-deserve/7204057304.html,1000,1,,north beach / telegraph hill,sharedBa,"['furnished', 'apartment', 'laundry in bldg', 'no smoking', 'no parking']"
Oct  1,Brand New 2 Br 2 Ba Inner Sunset Beauty,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brand-new-2-br-2-ba-inner/7206411426.html,4200,2,1000.0,inner sunset / UCSF,2Ba,"['application fee details: $30.00 per applicant', 'apartment', 'w/d in unit', 'attached garage']"
Oct  1,Large One Bed One Bath Apt - Private Deck ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-one-bed-one-bath/7206406460.html,2200,1,,mission district,1Ba,"['apartment', 'no laundry on site', 'no smoking', 'street parking']"
Oct  1,2 Months Free: VIEWS! Modern 3BR/1BA with W/D In-Unit,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-months-free-views/7206396673.html,4995,3,,mission district,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit']"
Oct  1,BEACON | XL 1BR with Balcony ONE MONTH FREE! | Skybox Realty,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beacon-xl-1br-with/7195246799.html,3459,1,882.0,SOMA / south beach,1Ba,"['application fee details: $15 Credit Check Fee', 'condo', 'w/d in unit', 'attached garage']"
Oct  1,Inner Sunset Apt Walk to UCSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-inner-sunset-apt-walk-to/7206410884.html,2650,1,,inner sunset / UCSF,1Ba,"['application fee details: $30.00 per applicant', 'cats are OK - purrr', 'apartment']"
Oct  1,Inner Sunset Apt Walk to UCSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-inner-sunset-apt-walk-to/7206410398.html,2650,1,,inner sunset / UCSF,1Ba,"['application fee details: $30.00 per applicant', 'cats are OK - purrr', 'apartment']"
Oct  1,"Large Studio with wood floors, some city views in desirable area",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-studio-with-wood/7206410875.html,1995,,400.0,mission district,1Ba,"['apartment', 'laundry in bldg', 'carport']"
Oct  1,INFINITY | Luxury 2BR/2BA + Den | Skybox Realty,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-infinity-luxury-2br-2ba/7198225918.html,4400,,1167.0,SOMA / south beach,,['condo']
Oct  1,ONE RINCON HILL | Bay Bridge View 1BR ONE MONTH FREE!| Skybox Realty,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-rincon-hill-bay/7198224376.html,3500,1,837.0,SOMA / south beach,1Ba,"['condo', 'w/d in unit', 'valet parking']"
Oct  1,INFINITY | Upgraded 1BR + Den | Skybox Realty,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-infinity-upgraded-1br-den/7198224197.html,3500,1,814.0,SOMA / south beach,1Ba,"['condo', 'w/d in unit', 'attached garage']"
Oct  1,INFINITY | Best Bridge View in Best Tower 2BR/2BA Skybox Realty,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-infinity-best-bridge-view/7198224034.html,6500,2,1321.0,SOMA / south beach,2Ba,"['dogs are OK - wooof', 'condo', 'w/d in unit', 'attached garage']"
Oct  1,BEACON | Ball Park View XL 1BR | Skybox Realty,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beacon-ball-park-view-xl/7198223915.html,3500,1,909.0,SOMA / south beach,1Ba,"['condo', 'w/d in unit', 'no parking']"
Oct  1,ONE RINCON HILL | Furnished 2BR w/City&Twin Peaks View | Skybox Realty,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-one-rincon-hill-furnished/7198223803.html,5600,2,1238.0,SOMA / south beach,2Ba,"['furnished', 'condo', 'w/d in unit', 'valet parking']"
Oct  1,Beautifully Remodeled 4BR Apt near Golden Gate Park & The Haight!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautifully-remodeled-4br/7206410461.html,4295,4,,haight ashbury,1Ba,"['application fee details: $30 per adult', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking', 'no parking']"
Oct  1,Studio in the Sunset- 600 sq ft. Live on the Park!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-studio-in-the-sunset-600/7206386665.html,2195,,590.0,sunset / parkside,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'no laundry on site', 'no parking']"
Oct  1,4th Floor View Studio at the El Capistrano,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-4th-floor-view-studio-at/7206410348.html,2100,,,mission district,1Ba,"['cats are OK - purrr', 'apartment', 'laundry on site', 'no smoking', 'attached garage']"
Oct  1,"2 bedroom, Polished quartz countertops, Resident social lounge",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bedroom-polished-quartz/7206410167.html,2765,2,902.0,visitacion valley,1.5Ba,['apartment']
Oct  1,"Charming Top Flr, 2 Unit Bldg, Private Roof Deck, 2 Car Pkg",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-charming-top-flr-2-unit/7206410025.html,5495,2,,castro / upper market,1Ba,"['application fee details: $40.00 per applicant', 'condo', 'w/d in unit', 'no smoking', 'attached garage']"
Oct  1,845 sutter st apt #510,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-845-sutter-st-apt-510/7206367885.html,1995,1,,lower nob hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry on site']"
Oct  1,"Beautiful, immaculate, spacious 2br/3br & 1.5 ba apt on top floor.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-immaculate/7206409762.html,3495,2,,nob hill,1.5Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Inner Sunset Apt Walk to UCSF,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-inner-sunset-apt-walk-to/7206409715.html,2950,2,,inner sunset / UCSF,1Ba,"['application fee details: $30.00', 'apartment']"
Oct  1,Rent Controlled Room in Lower Haight - Available 10/17,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-rent-controlled-room-in/7202741036.html,1400,3,,alamo square / nopa,splitBa,"['apartment', 'laundry on site', 'street parking']"
Oct  1,Stunning Corner 2 Bed 2 bath Condo W/Pkg. North Waterfront Furnished,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-stunning-corner-2-bed-2/7198780337.html,3900,2,1532.0,north beach / telegraph hill,2Ba,"['application fee details: $30 for credit report', 'furnished', 'condo', 'w/d in unit', 'attached garage']"
Oct  1,Fabulous Remodeled Bright Spacious Pac Heights Apt w/ HW!  ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-fabulous-remodeled-bright/7206408587.html,4495,2,1300.0,pacific heights,2Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'no smoking', 'attached garage']"
Oct  1,Pristine One Bed One Bath W/Pkg. North Waterfront Unfurnished,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-pristine-one-bed-one-bath/7204664715.html,2995,1,621.0,north beach / telegraph hill,1Ba,"['application fee details: $30 for credit report', 'condo', 'laundry in bldg', 'attached garage']"
Oct  1,Water View One Bedroom Condo W/Pkg. North Waterfront Furnished,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-water-view-one-bedroom/7198779968.html,3200,1,,north beach / telegraph hill,1Ba,"['application fee details: $30 for credit report', 'furnished', 'condo', 'w/d in unit', 'attached garage']"
Oct  1,Premier View One bed one bath Condo W/Pkg. North Waterfront Furnished,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-premier-view-one-bed-one/7188446068.html,3495,1,622.0,San Francisco North Waterfront,1Ba,"['application fee details: $30 for credit report', 'furnished', 'condo', 'w/d in unit', 'attached garage']"
Oct  1,"Elevated Modern Luxury, Discover The View From The Top",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-elevated-modern-luxury/7206393133.html,2194,,450.0,SOMA / south beach,1Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no smoking']"
Oct  1,Large Converted 3 BDR/1 BATH Flat w/ Shared Yard,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-large-converted-3-bdr-1/7206381033.html,2695,3,,,1Ba,"['apartment', 'laundry on site', 'no parking']"
Oct  1,Townhouse Loft Like One Bed One Bath W/Pkg. North Waterfront Unfurn.,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-townhouse-loft-like-one/7201117143.html,3200,1,770.0,north beach / telegraph hill,1Ba,"['application fee details: $30 for credit report', 'condo', 'w/d in unit', 'attached garage']"
Oct  1,High on a hill in Maxwell Park neighborhood / Rent to Own,https://sfbay.craigslist.org/sfc/apa/d/oakland-high-on-hill-in-maxwell-park/7206325972.html,3800,4,2512.0,,3Ba,"['EV charging', 'cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'house', 'w/d in unit', 'no smoking', 'attached garage', 'wheelchair accessible']"
Oct  1,REMODELED TOP FLOOR 3 BDRM/2 BATH ONE BLOCK FROM CORTLAND,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-remodeled-top-floor-3/7205187854.html,4300,3,1300.0,bernal heights,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no parking']"
Oct  1,SoMa Penthouse  - Private Roof-Deck - Two Month Free ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-penthouse-private/7206407677.html,4495,2,,SOMA / south beach,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,2 BDRM 1 BATH APT IN FREESTNDG BLDG CLOSE TO SF GENERAL AND 101,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bdrm-1-bath-apt-in/7205196027.html,2850,2,800.0,potrero hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no parking']"
Oct  1,2 Br Apartment - (*TOP FLOOR*) Walking Distance to USF & Target,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-br-apartment-top-floor/7206407603.html,3250,2,750.0,USF / panhandle,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'street parking']"
Oct  1,"Brand new 1br apt with high-end finishes, W/D",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brand-new-1br-apt-with/7206407456.html,2295,1,,inner richmond,1Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'no parking']"
Oct  1,"UPDATED HUGE 2 BED, 1 BATH PLUS 1 TIME MOVE IN BONUS!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-huge-2-bed-1-bath/7204426346.html,3795,2,,russian hill,1Ba,"['condo', 'laundry in bldg', 'no smoking']"
Oct  1,Recently remodeled! Condo-quality flat with a deck! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-recently-remodeled-condo/7206407243.html,3600,2,,mission district,1Ba,"['flat', 'laundry in bldg', 'street parking']"
Oct  1,Patio/Balcony with Amazing Views & all utilities included,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-patio-balcony-with/7206407201.html,1995,,,,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no parking']"
Oct  1,SoMa Penthouse  - Private Roof-Deck - Two Month Free ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-soma-penthouse-private/7206407677.html,4495,2,,SOMA / south beach,2Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'no smoking', 'street parking']"
Oct  1,2 BDRM 1 BATH APT IN FREESTNDG BLDG CLOSE TO SF GENERAL AND 101,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-bdrm-1-bath-apt-in/7205196027.html,2850,2,800.0,potrero hill,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit', 'no parking']"
Oct  1,2 Br Apartment - (*TOP FLOOR*) Walking Distance to USF & Target,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-2-br-apartment-top-floor/7206407603.html,3250,2,750.0,USF / panhandle,1Ba,"['cats are OK - purrr', 'apartment', 'laundry in bldg', 'street parking']"
Oct  1,"Brand new 1br apt with high-end finishes, W/D",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-brand-new-1br-apt-with/7206407456.html,2295,1,,inner richmond,1Ba,"['cats are OK - purrr', 'apartment', 'w/d in unit', 'no parking']"
Oct  1,"UPDATED HUGE 2 BED, 1 BATH PLUS 1 TIME MOVE IN BONUS!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-updated-huge-2-bed-1-bath/7204426346.html,3795,2,,russian hill,1Ba,"['condo', 'laundry in bldg', 'no smoking']"
Oct  1,Recently remodeled! Condo-quality flat with a deck! ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-recently-remodeled-condo/7206407243.html,3600,2,,mission district,1Ba,"['flat', 'laundry in bldg', 'street parking']"
Oct  1,Patio/Balcony with Amazing Views & all utilities included,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-patio-balcony-with/7206407201.html,1995,,,,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no parking']"
Oct  1,"HUGE 2 BED, 1 BATH GG BRIDGE VIEWS PLUS 1 TIME MOVE IN BONUS!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-2-bed-1-bath-gg/7204424389.html,3295,2,,russian hill,1Ba,"['condo', 'laundry in bldg', 'no smoking']"
Oct  1,"HUGE 2 BED, 1 BATH PLUS 1 TIME MOVE IN BONUS!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-huge-2-bed-1-bath-plus-1/7204422401.html,3195,2,,russian hill,1Ba,"['condo', 'laundry in bldg', 'no smoking']"
Oct  1,"TOP FLOOR HUGE 2 BED, 1 BATH BAY BRIGE VIEWS PLUS 1 TIME MOVE IN BONUS",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-huge-2-bed-1/7204420463.html,3395,2,,russian hill,1Ba,"['condo', 'laundry in bldg', 'no smoking']"
Oct  1,Immaculate 2br/3br & newly upgraded 1.5 bathrooms w/private garden,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-immaculate-2br-3br-newly/7206406908.html,3900,3,,nob hill,1.5Ba,"['apartment', 'laundry in bldg', 'no smoking', 'street parking']"
Oct  1,Furnished Corner 1 Bedroom! - Self Guided Tours Available!,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-furnished-corner-1/7206398858.html,2509,1,,north beach / telegraph hill,1Ba,"['application fee details: $0', 'apartment', 'laundry in bldg', 'attached garage']"
Oct  1,"Downtown Domestic-Bliss-Ville, Population You! - $0 Deposit",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-downtown-domestic-bliss/7205193494.html,1695,,,downtown / civic / van ness,1Ba,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'no smoking']"
Oct  1,Top floor studio in prime SOMA location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-studio-in-prime/7206397851.html,1525,,,SOMA,1Ba,"['application fee details: $45.00 application fee for all applicants age 18 and above', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'street parking']"
Oct  1,Great studio in prime SOMA location,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-great-studio-in-prime/7206396068.html,1500,,,SOMA,1Ba,"['application fee details: $45.00 application fee for all applicants age 18 and above', 'cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg', 'street parking']"
Oct  1,Anza Vista One Bedroom with Parking ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-anza-vista-one-bedroom/7206405373.html,2150,1,,Anza Vista,1Ba,"['apartment', 'laundry in bldg', 'attached garage']"
Oct  1,Three Bedroom Two Bathroom Mission Cottage ~ J.Wavro,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-three-bedroom-two/7206405106.html,3995,3,,mission district,1.5Ba,"['apartment', 'laundry in bldg', 'no smoking']"
