price,bedroom,sqft,neighborhood,bathroom,amenity_count,cityID
1842,0,352.0,"3205 Los Feliz Boulevard, Los Angeles, CA",1,5,3
1735,0,360.0,sherman oaks,1,2,3
1375,0,268.0,"9500 Zelzah Avenue, Los Angeles, CA",shared,8,3
2295,2,1311.0,Studio City,2,6,3
1850,1,610.0,Downey,1,4,3
5300,2,1181.0,West Hollywood,2,3,3
2669,2,944.0,central LA 213/323,2,6,3
2519,2,943.0,central LA 213/323,2,6,3
2520,1,735.0,"285 E Del Amo Blvd, Carson, CA",1,2,3
2271,1,656.0,long beach / 562,1,3,3
2418,1,698.0,central LA 213/323,1,6,3
1725,0,575.0,Northridge/CSUN,1,6,3
2125,2,805.0,"Bixby Knolls, Long Beach, Signal Hill, Lakewood",1,5,3
2389,2,984.0,"909 W. Temple St. , Los Angeles, CA",2,3,3
1950,0,390.0,Westwood,1,6,3
2418,1,698.0,central LA 213/323,1,6,3
2150,1,700.0,Torrance Near The beach,1,3,3
4295,2,1232.0,Culver City,2,6,3
2090,1,647.0,central LA 213/323,1,6,3
3234,2,1257.0,central LA 213/323,2,3,3
3236,2,1200.0,Near The Grove/Miracle Mile,2,6,3
1635,2,844.0,"43230 Gadsden Avenue, Lancaster, CA",1,3,3
2898,3,1062.0,"28856 N. Silver Saddle Cr., Canyon Country, CA",2,7,3
3330,2,1057.0,central LA 213/323,2,3,3
1850,1,675.0,Van Nuys 91405,1,3,3
2350,2,900.0,Tarzana,2,6,3
2561,1,740.0,"6300 Green Valley Circle, Culver City, CA",1,5,3
1834,0,479.0,central LA 213/323,1,6,3
1600,1,725.0,"700 W Ave I, Lancaster, CA",1,6,3
2295,2,1311.0,Studio City,2,7,3
2350,0,525.0,North Hollywood,1,6,3
2942,1,800.0,"233 South Barrington Avenue, Los Angeles, CA",1,5,3
1875,1,628.0,"27303 N. Sara St., Canyon Country, CA",1,3,3
1895,2,800.0,Panorama City,1,4,3
1750,0,600.0,Close to Ventura Boulevard,1,6,3
1850,1,500.0,Tarzana - 18550 Burbank Blvd,1,5,3
3165,2,1179.0,san fernando valley,2,3,3
3395,2,1114.0,Hollywood,2.5,6,3
2795,2,850.0,Mar Vista,2,4,3
2395,1,700.0,Sherman Oaks/South of Ventura Blvd,1,6,3
2210,0,478.0,"1026 S Broadway, Los Angeles, CA",1,4,3
1834,0,479.0,central LA 213/323,1,6,3
2269,0,414.0,"840 Larrabee Street, West Hollywood, CA",1,7,3
3749,2,1025.0,"415 Gayley Ave, Los Angeles, CA",1.5,7,3
1895,1,650.0,Sherman Oaks,1,4,3
2150,1,624.0,Downey,1,4,3
2295,2,1311.0,Studio City,2,7,3
2525,2,1100.0,Northridge,2,6,3
3695,2,1075.0,Brentwood / Westwood ADJ,2,7,3
3502,2,1255.0,"22219 Summit Vue Lane, Woodland Hills, CA",2,6,3
1700,0,425.0,Van Nuys,1,4,3
2100,1,800.0,Van Nuys,1,6,3
2395,0,735.0,Open House Sat & Sun 10-5 | DTLA / South Park,1,5,3
1700,1,671.0,Pasadena,1,6,3
2570,1,750.0,Marina Del Rey Venice Beach,1,5,3
2105,0,620.0,Los Angeles,1,9,3
2308,1,585.0,"5351 San Vicente Boulevard, Los Angeles, CA",1,5,3
2595,1,800.0,Beverly Hills Adjacent,1,4,3
2799,2,1032.0,"18005 W. Anne's Circle, Canyon Country, CA",2.5,6,3
3595,1,700.0,Westwood Village,1,6,3
1715,0,468.0,Koreatown / Miracle Mile / Mid-Wilshire,1,4,3
1950,1,580.0,Sierra madre,1,8,3
2895,2,1000.0,Close to Culver City,1,4,3
1875,1,825.0,Los Angeles,1,3,3
1995,2,1080.0,"44045 15th St W , Lancaster, CA",1.5,2,3
2495,1,680.0,West Los Angeles,1,5,3
2375,1,670.0,"17171 West Roscoe Boulevard, Los Angeles, CA",1,5,3
2065,1,627.0,"10025 De Soto Ave, Chatsworth, CA",1,7,3
2693,1,690.0,Los Angeles,1,9,3
1999,1,727.0,"Chatsworth, CA",1,7,3
3095,2,980.0,Van Nuys/Sherman Oaks Adjacent,2,6,3
1795,0,350.0,West Los Angeles,1,3,3
1950,0,500.0,"2711 Ellendale Pl, Los Angeles, CA",1,5,3
3700,2,1125.0,"11070 Strathmore Dr, Los Angeles, CA",2,3,3
2195,1,700.0,"1738 N. Canyon Dr, Los Angeles, CA",1,7,3
2410,2,860.0,"18414 W. Jakes Way, Canyon Country, CA",2,7,3
1725,1,700.0,Northidge - Open House Daily 10-5,1,5,3
1650,0,260.0,Venice 90291,1,3,3
2395,1,725.0,Close to Beverly Grove,1,5,3
1999,1,675.0,Covina,1,5,3
1675,0,460.0,Reseda,1,4,3
2121,1,647.0,"616 St. Paul Ave., Los Angeles, CA",1,3,3
2612,2,842.0,"930 Figuroa Terrace , Los Angeles, CA",2,3,3
2099,1,701.0,"27940 Solamint Rd., Canyon Country, CA",1,7,3
5008,2,1291.0,Playa Vista,2,3,3
2645,1,810.0,"3767 Clarington Avenue, Los Angeles, CA",1,8,3
1325,4,200.0,Los Angeles,3,5,3
2695,2,740.0,Los Angeles / Koreatown,2,7,3
2395,1,600.0,Hollywood / Los Angeles,1,5,3
4025,2,1202.0,Glendale,2,5,3
2550,2,1044.0,OPEN HOUSE DAILY 10-5 | Northridge,2,5,3
2210,1,560.0,Koreatown/Downtown LA,1,4,3
2832,2,943.0,"550 N. Figueroa st., Los Angeles, CA",2,6,3
2890,2,1000.0,"25910 Tournament Rd, Valencia, CA",2,7,3
2455,0,450.0,OPEN HOUSE DAILY 10-5 | West Los Angeles,1,6,3
1895,0,350.0,Santa Monica/Near SMC,1,4,3
2628,1,730.0,Santa Fe Springs,1,8,3
2110,0,627.0,Los Angeles,1,9,3
3230,2,1214.0,"5015 Clinton St, Los Angeles, CA",2,6,3
3299,2,984.0,"909 W. Temple St. , Los Angeles, CA",2,3,3
3652,1,1021.0,westside-southbay-310,1.5,3,3
3650,1,650.0,Westwood Village / Close to UCLA,1,6,3
2495,1,600.0,West Los Angeles / Century City,1,7,3
2432,1,702.0,611 N Howard St,1,5,3
1700,0,396.0,Westlake South / DTLA Adjacent,1,6,3
2505,0,536.0,North Hollywood,1,9,3
3600,3,1100.0,westside-southbay-310,2,5,3
2695,1,800.0,West Hollywood,1,6,3
1695,1,450.0,"4041 Arch Dr, Studio City, CA",1,5,3
2300,2,979.0,"43267 20Th St. West , Lancaster, CA",1.5,6,3
2432,1,702.0,611 N Howard St,1,5,3
1995,1,700.0,san fernando valley,1,4,3
2949,2,900.0,"3250 Fairesta St, La Crescenta, CA",1.5,7,3
1850,1,573.0,"18520 Vincennes St, Northridge, CA",1,5,3
2780,2,784.0,central LA 213/323,2,3,3
2300,1,600.0,Valenica,1,6,3
2520,1,774.0,long beach / 562,1,3,3
1705,1,630.0,Long Beach,1,3,3
2895,0,575.0,West Los Angeles /Brentwood /Westwood Adj,1,6,3
1750,1,640.0,Long Beach,1,3,3
2395,1,619.0,central LA 213/323,1,8,3
2495,2,940.0,"21041 Parthenia St, Los Angeles, CA",2,8,3
2432,1,702.0,611 N Howard St,1,5,3
3850,2,1733.0,South of Ventura Blvd.,2.5,7,3
2445,1,852.0,Northridge,1,9,3
1995,0,566.0,Los Angeles,1,8,3
2305,1,660.0,Norwalk,1,5,3
2630,2,784.0,central LA 213/323,2,3,3
6995,4,1936.0,Westchester,3,6,3
2137,2,836.0,"28856 N. Silver Saddle Cr., Canyon Country, CA",2,7,3
2495,1,830.0,Northridge,1,9,3
3635,2,967.0,Los Angeles - Hollywood,2,9,3
3663,2,1071.0,Downtown Los Angeles,2,9,3
3749,2,1025.0,"415 Gayley Ave, Los Angeles, CA",1.5,7,3
2005,0,602.0,Northridge,1,9,3
3028,2,1156.0,Van Nuys,2,9,3
3800,2,1050.0,Mar Vista / Culver City Adjacent,2,5,3
3366,2,1230.0,"22219 Summit Vue Lane, Woodland Hills, CA",2.5,6,3
3550,2,1064.0,Hollywood,2,3,3
3550,2,950.0,West Los Angeles,1,5,3
2595,1,600.0,Santa Monica,1,8,3
2520,1,644.0,Los Angeles - Hollywood,1,9,3
5897,2,1290.0,Burbank,2,10,3
1000,1,300.0,South El Monte,1,5,3
3899,4,1500.0,Reseda,2,0,3
3200,3,1400.0,Norhth Hills,2,3,3
2600,2,919.0,Covina,1,5,3
1899,2,872.0,"38300 30th Street East, Palmdale, CA",1,3,3
2495,1,847.0,Near Ventura Blvd,1,7,3
5980,2,1250.0,Burbank,2,10,3
1635,2,844.0,"43230 Gadsden Avenue, Lancaster, CA",1,3,3
5980,2,1250.0,Burbank,2,10,3
3390,1,740.0,Playa Vista,1,7,3
2143,2,836.0,"28856 N. Silver Saddle Cr., Canyon Country, CA",2,7,3
2095,1,800.0,Van Nuys/Valley Glen,1,6,3
2195,1,825.0,Reseda,1,6,3
2650,2,1050.0,Encino,2,6,3
2185,0,600.0,Los Angeles,1,8,3
1875,1,625.0,Northridge,1,5,3
1878,1,704.0,"27303 N. Sara St., Los Angeles, CA",1,3,3
1590,0,427.0,Los Angeles - Hollywood,1,8,3
2350,2,1050.0,West Adams Adjacent,1.5,3,3
5995,4,2500.0,************** SUN VALLEY *************,4.5,5,3
2335,2,919.0,"18414 W. Jakes Way, Canyon Country, CA",2,7,3
3150,1,800.0,Downtown LA,1,7,3
1925,1,700.0,Inglewood,1,7,3
1612,0,575.0,san fernando valley,1,3,3
2735,2,914.0,North Hollywood/Burbank,2,9,3
2185,1,819.0,Los Angeles,1,9,3
1737,0,575.0,san fernando valley,1,3,3
2915,2,979.0,"1221 W. 3rd St. , Los Angeles, CA",2,3,3
1900,1,550.0,Palms/Culver City ADJ,1,4,3
2500,2,850.0,Bixby Knolls,1,3,3
1825,1,700.0,Canoga Park,1,6,3
2325,0,475.0,san fernando valley,1,3,3
1875,1,750.0,Los Angeles,1,3,3
3995,4,1400.0,*************** SUN VALLEY **************,2,5,3
2939,2,1533.0,Van Nuys,2,8,3
7900,4,2301.0,Westchester,3.5,6,3
2895,1,1100.0,"***************Los Angeles, Pico & Crescent Heights*********",1,5,3
7988,4,3497.0,Calabasas,3.5,4,3
3550,2,950.0,West L.A.,1,5,3
3995,0,600.0,Santa Monica,1,4,3
5425,3,1408.0,"4600 Vía Marina, Marina del Rey, CA",2,5,3
2357,1,656.0,long beach / 562,1,3,3
3813,0,1391.0,Old Town Pasadena,1,3,3
2895,1,750.0,Westwood / West Los Angeles ADJ,1,6,3
4999,2,2000.0,SANTA MONICA,2.5,7,3
2285,1,553.0,"314 Burchett Street, Glendale, CA",1,6,3
2457,2,1140.0,"150 W Foothill Blvd, Pomona, CA",1.5,3,3
1350,0,100.0,Los Angeles,1,0,3
3310,1,662.0,Downtown Long Beach,1,9,3
3206,1,698.0,"722 Bixel St., Los Angeles, CA",1,3,3
3250,2,901.0,"North Hollywood, CA",2,7,3
2995,2,1000.0,West Los Angeles,2,6,3
1350,1,674.0,"Los Angeles, CA",1,8,3
4300,4,2300.0,********************** SYLMAR ***********************,3,5,3
2700,2,969.0,4735 Sepulveda Blvd Sherman Oaks CA 91403,2,6,3
3664,2,886.0,"East Village, Long Beach",2,10,3
2280,0,650.0,"3767 Clarington Avenue, Los Angeles, CA",1,8,3
1895,1,540.0,Downtown Los Angeles,1,7,3
4995,4,2400.0,************* VAN NUYS ****************,5,5,3
20000,3,2571.0,Downtown Los Angeles,2.5,7,3
2966,1,720.0,313 W California Ave,1,8,3
12795,2,1412.0,Santa Monica,2,7,3
2578,1,730.0,Santa Fe Springs,1,8,3
2600,1,750.0,W.Hollywood,1,5,3
3345,2,750.0,"11070 Strathmore Dr, Los Angeles, CA",1,3,3
2453,0,486.0,Los Angeles,1,5,3
2300,1,687.0,central LA 213/323,1,3,3
4100,3,1454.0,Southbay,2.5,8,3
3695,2,1075.0,Brentwood,2,7,3
2830,1,866.0,Westchester,2,7,3
2814,2,1409.0,Van Nuys,2,8,3
1720,1,525.0,"11649 Downey Ave, Los Angeles, CA",1,3,3
3499,3,1200.0,Sherman Oaks,2,7,3
2703,2,1037.0,Woodland Hills,2,6,3
3234,1,682.0,san fernando valley,1,9,3
2553,1,890.0,NoHo Arts District,1,5,3
5654,2,1215.0,Hollywood,2,9,3
2400,0,522.0,Underground Parking Garage,1,8,3
1775,1,589.0,15105 Victory Blvd,1,6,3
3795,1,700.0,Close to UCLA,1,3,3
3310,1,570.0,Parking Structure,1,7,3
2800,2,840.0,Los Angeles / Koreatown,2,7,3
2495,2,945.0,"21041 Parthenia St, Los Angeles, CA",2,8,3
2495,1,600.0,West Los Angeles,1,7,3
3575,2,1137.0,Hawthorne,2,8,3
3285,1,740.0,Culver City,1,7,3
2090,1,775.0,Assigned Underneath Building,1,5,3
3750,2,875.0,Koreatown,2,10,3
2249,3,1136.0,"38300 30th Street East, Palmdale, CA",2,3,3
2345,1,823.0,Woodland Hills,1,8,3
2492,1,902.0,antelope valley,1,5,3
2495,1,680.0,West Los Angeles,1,5,3
2400,1,711.0,Hollywood,1,8,3
1750,1,300.0,"silver lake, weho, dtla",1,3,3
4390,3,1282.0,Westchester,2,5,3
1950,1,650.0,Beverly / Fairfax,1,4,3
3387,2,1123.0,Woodland Hills,2,6,3
2050,1,754.0,OPEN HOUSE DAILY 10-5 | Northridge,1,5,3
2925,1,710.0,West Hollywood,1,6,3
3025,2,1140.0,"4250 Coldwater Canyon Ave, Los Angeles, CA",2,6,3
2445,0,481.0,"300 N Beaudry Ave, Los Angeles, CA",1,7,3
1595,1,644.0,"43230 Gadsden Avenue, Lancaster, CA",1,3,3
3752,2,1205.0,Ocean Blvd between Pine and Pacific,2,9,3
1849,0,276.0,"8121 Broadway Blvd, Los Angeles, CA",1,3,3
2685,1,740.0,100 Long Beach Blvd.,1,9,3
2880,1,664.0,westside-southbay-310,1,3,3
1700,0,390.0,1731 Rogers Place,1,7,3
2415,1,654.0,South Park District DTLA,1,8,3
2706,3,1383.0,san gabriel valley,2,8,3
2195,1,800.0,Moments to Ventura Boulevard,1,7,3
4300,4,2300.0,********************** SYLMAR ***********************,3,5,3
1795,0,500.0,Van Nuys/Lake Balboa ADJ,1,6,3
4995,4,2400.0,************* VAN NUYS ****************,5,5,3
1750,1,640.0,Long Beach,1,3,3
3640,3,1296.0,san gabriel valley,2,7,3
2600,1,750.0,West Hollywood,1,5,3
2895,1,1100.0,"***************Los Angeles, Pico & Crescent Heights*********",1,5,3
3295,1,700.0,westside-southbay-310,1,8,3
2398,1,567.0,Franklin Village,1,7,3
3850,2,1733.0,South of Ventura Blvd.,2.5,8,3
3276,2,1183.0,san fernando valley,2,7,3
2895,1,1100.0,"***************Los Angeles, Pico & Crescent Heights*********",1,5,3
2200,1,625.0,Historic Core,1,9,3
3595,1,650.0,Westwood Village / Close to UCLA,1,6,3
2775,1,698.0,Wilshire,1,6,3
2790,1,717.0,Sherman Oaks - Sepulveda Blvd,1,7,3
4500,2,1402.0,DTLA,2,8,3
2897,2,916.0,"550 N. Figueroa st., Los Angeles, CA",2,6,3
2418,2,1018.0,"43530 Gadsden Avenue , Lancaster, CA",2.5,3,3
2660,2,762.0,PORTER RANCH/GRANADA HILLS/NORTHRIDGE,1,6,3
2600,1,750.0,W.Hollywood,1,4,3
4313,3,1649.0,Santa Clarita,2.5,6,3
2817,1,740.0,Woodland Hills,1,9,3
2250,1,675.0,Los Angeles C.A 90065,1,5,3
3443,2,1048.0,san gabriel valley,2,7,3
1925,1,700.0,Inglewood,1,7,3
2771,2,980.0,san fernando valley,1,7,3
2654,2,792.0,Canoga Park/Woodland Hills,2,8,3
3299,2,1150.0,OPEN HOUSE DAILY 10-5 | West Los Angeles,2,6,3
1799,1,483.0,South Bay,1,6,3
2290,0,475.0,central LA 213/323,1,3,3
2575,1,598.0,Koreatown,1,8,3
3300,2,950.0,westside-southbay-310,2,7,3
4840,1,686.0,Underground Parking,1,8,3
1815,1,700.0,Newhall,1,6,3
2595,1,800.0,Beverly Hills Adj.,1,4,3
2150,1,650.0,"5746 Burchard Ave. Los Angeles, CA 90034",1,8,3
2220,0,512.0,South Park DTLA,1,7,3
1340,0,250.0,"4077 West 3rd Street, Los Angeles, CA",1,3,3
4500,3,1550.0,Burbank,2,4,3
3885,1,1410.0,san fernando valley,1.5,9,3
1975,1,650.0,"10829 Fulton Wells Avenue, Santa Fe Springs, CA 90670",1,8,3
3239,1,602.0,westside-southbay-310,1,8,3
2695,1,800.0,West Hollywood,1,6,3
3800,2,971.0,Westwood Village,2,7,3
1955,1,470.0,Studio City - Sherman Oaks,1,3,3
3165,2,1179.0,san fernando valley,2,3,3
2612,1,755.0,Woodland Hills,1,9,3
2431,3,1049.0,"27303 N. Sara St., Canyon Country, CA",2,3,3
2415,2,967.0,Azusa,2,7,3
2040,1,750.0,"440 W. Gladstone Street, Glendora, CA 91740",1,7,3
2925,1,620.0,Crescent Heights,1,8,3
2518,0,600.0,Koreatown,1,10,3
2325,2,850.0,Encino,2,5,3
2175,3,1058.0,Lancaster,2,7,3
3424,2,1152.0,South Gate,2,8,3
3595,2,1287.0,westside-southbay-310,2,5,3
2535,0,460.0,Cozy Studio Apartment Available Now,1,3,3
3485,2,1354.0,Long Beach - Near the Convention Center,2.5,6,3
2125,2,805.0,"Bixby Knolls, Long Beach, Signal Hill, Lakewood",1,5,3
2175,3,1058.0,Lancaster,2,7,3
3830,2,1050.0,"Westchester, Los Angeles",2,8,3
2480,2,860.0,"Norwalk, CA",1.5,7,3
3125,2,984.0,"909 W. Temple St. , Los Angeles, CA",2,3,3
3590,5,2960.0,"37440 Kimberly Lane , Palmdale CA",3,5,3
2375,3,2298.0,12360 Riverside Drive Valley Village CA 91607,3,7,3
2903,1,872.0,westside-southbay-310,1,6,3
2175,3,1058.0,Lancaster,2,7,3
3055,2,1050.0,Woodland Hills,2,7,3
2382,1,775.0,"Mid-City, LA",1,7,3
2175,3,1058.0,LANCASTER,2,7,3
2035,1,627.0,"10025 De Soto Ave, Chatsworth, CA",1,7,3
5528,2,1317.0,Venice Beach California,2,9,3
2175,3,1058.0,Lancaster,2,7,3
2675,2,1008.0,Sherman Oaks,2,3,3
1849,1,588.0,Lake Balboa - Van Nuys,1,3,3
2440,1,710.0,Stevenson Ranch - Santa Clarita Valley,1,6,3
2652,1,807.0,central LA 213/323,1,6,3
4835,2,985.0,Redondo Beach,2,7,3
2231,0,575.0,Los Feliz,1,9,3
1987,0,495.0,Chinatown,1,9,3
1930,1,600.0,"4640 Arden Way, El Monte",1,8,3
2278,1,585.0,West Los Angeles,1,5,3
2600,2,919.0,Covina,1,5,3
1695,1,588.0,Reseda,1,4,3
2375,5,637.0,Pasadena - 10 Minutes to Eaton Canyon Falls,1,9,3
950,1,140.0,North Hollywood Street and Whitsett,1,5,3
2648,1,900.0,5633 Topanga Canyon Blvd Woodland Hills !,1,8,3
4595,2,1200.0,West Hollywood,2,5,3
1945,1,780.0,Close to Ventura Blvd,1,5,3
2165,0,419.0,Sherman Oaks,1,6,3
1959,1,628.0,"18414 W. Jakes Way, Canyon Country, CA",1,7,3
2495,2,875.0,Glendale,1,6,3
2800,2,945.0,Northridge,2,6,3
3070,1,680.0,Redondo Beach,1,7,3
2600,1,750.0,West Hollywood,1,4,3
2525,2,867.0,Los Angeles / Westlake ADJ / DTLA ADJ,2,5,3
1895,1,900.0,TARZANA,1,3,3
1849,0,350.0,"5351 San Vicente Boulevard, Los Angeles, CA",1,5,3
2275,2,700.0,Mission Hills,1,6,3
3194,2,983.0,"1026 S Broadway, Los Angeles, CA",2,3,3
1825,1,849.0,Hollywood,1,3,3
1650,1,600.0,South Gate,1,0,3
1699,1,600.0,city of industry,1,6,3
2000,2,640.0,San Dimas,1,6,3
2430,2,919.0,san gabriel valley,1,5,3
2521,1,641.0,westside-southbay-310,1,8,3
1871,0,440.0,"101 Bridewell St, Los Angeles, CA",1,6,3
2695,1,721.0,Los Angeles,1,6,3
2599,2,951.0,"27940 Solamint Rd., Canyon Country, CA",2,7,3
2082,1,667.0,"6805 Louise Ave., Van Nuys",1,3,3
1795,1,850.0,koreatown and downtown,1,8,3
2495,1,680.0,West Los Angeles,1,5,3
1295,0,300.0,South Gate,1,0,3
2595,1,951.0,long beach / 562,2,5,3
1900,2,896.0,"44004 Engle Way, Lancaster, CA",1.5,6,3
2336,0,445.0,"6300 Green Valley Circle, Culver City, CA",1,5,3
3396,2,1140.0,san fernando valley,2.5,3,3
1819,0,429.0,Reseda,1,6,3
1900,1,875.0,North Hills,1,6,3
1750,0,600.0,Tarzana,1,6,3
2650,1,600.0,West Los Angeles,1,5,3
3195,2,1450.0,Sherman Oaks,2,6,3
2365,1,650.0,"17171 West Roscoe Boulevard, Los Angeles, CA",1,2,3
2307,1,721.0,san fernando valley,1,3,3
4495,3,1800.0,West Los Angeles / Close to UCLA,2.5,4,3
2331,1,382.0,"1447 Lincoln Blvd, Santa Monica, CA",1,6,3
1995,0,475.0,West Los Angeles / Culver City,1,4,3
