price,bedroom,sqft,bathroom,amenity_count,cityID
1575,1,793.0,1.0,8,9
1200,2,600.0,1.0,0,9
1150,0,600.0,1.0,7,9
1475,1,782.0,1.0,8,9
1460,2,956.0,2.0,7,9
1620,1,774.0,1.0,8,9
1565,2,960.0,1.0,7,9
2050,3,1401.0,2.5,6,9
1255,1,727.0,1.0,7,9
1582,2,1034.0,2.0,7,9
1200,0,540.0,1.0,6,9
1040,2,1040.0,2.0,7,9
1229,1,731.0,1.0,7,9
1350,1,935.0,1.0,7,9
1495,2,956.0,2.0,6,9
1548,2,924.0,1.0,8,9
1566,2,1140.0,2.0,8,9
1350,2,728.0,1.0,7,9
1260,2,955.0,1.0,6,9
1540,2,825.0,1.0,8,9
1345,2,931.0,1.0,6,9
910,0,227.0,1.0,6,9
1025,0,777.0,1.0,7,9
1282,2,925.0,1.0,7,9
1566,2,1140.0,2.0,8,9
1446,2,1025.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1446,2,1025.0,2.0,8,9
1446,2,1025.0,2.0,8,9
1446,2,1025.0,2.0,8,9
1300,0,604.0,1.0,8,9
1614,2,986.0,1.0,7,9
1335,1,759.0,1.0,7,9
1370,2,931.0,2.0,6,9
1566,2,1140.0,2.0,8,9
2095,3,1498.0,2.0,6,9
1534,2,1027.0,2.0,7,9
1645,3,1187.0,2.0,7,9
1645,3,1200.0,2.0,7,9
1645,3,1200.0,2.0,7,9
1695,2,1150.0,2.0,3,9
1150,0,600.0,1.0,7,9
1150,0,600.0,1.0,7,9
1300,0,574.0,1.0,6,9
1446,2,1025.0,2.0,8,9
1925,3,1228.0,2.0,6,9
1925,3,1228.0,2.0,6,9
950,2,960.0,1.0,5,9
1375,3,1280.0,1.0,6,9
1995,4,1600.0,2.0,4,9
1150,2,1000.0,1.0,6,9
1825,4,2386.0,1.5,5,9
2175,3,1331.0,2.0,7,9
1795,3,1600.0,2.5,7,9
1095,1,498.0,1.0,6,9
1895,4,1904.0,1.0,5,9
1145,2,928.0,1.0,6,9
1695,2,880.0,1.0,6,9
1195,2,1100.0,1.0,6,9
1466,2,1025.0,2.0,8,9
1469,1,787.0,1.0,7,9
1440,2,857.0,1.0,7,9
1200,2,740.0,1.0,7,9
1645,3,1200.0,2.0,7,9
1645,3,1200.0,2.0,2,9
1332,2,889.0,1.0,7,9
1645,3,1200.0,2.0,7,9
1300,0,604.0,1.0,8,9
1645,3,1200.0,2.0,7,9
1345,2,931.0,1.0,6,9
1635,2,573.0,1.0,6,9
1677,3,1250.0,2.0,8,9
1645,3,1200.0,2.0,2,9
1623,2,895.0,2.0,8,9
1344,2,922.0,1.0,8,9
2050,3,1401.0,2.5,6,9
1260,2,955.0,1.0,6,9
1450,2,844.0,1.0,7,9
1925,3,1316.0,2.0,7,9
1495,2,956.0,2.0,6,9
1255,1,727.0,1.0,7,9
1375,1,760.0,1.0,7,9
1887,2,975.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1400,1,810.0,1.0,6,9
1458,2,875.0,1.0,7,9
1458,2,875.0,1.0,3,9
1458,2,875.0,1.0,7,9
1795,3,1240.0,2.0,8,9
1495,2,1015.0,2.0,8,9
1795,2,1022.0,2.0,8,9
1458,2,875.0,1.0,7,9
1276,1,719.0,1.0,7,9
1050,2,1150.0,1.0,4,9
1300,1,814.0,1.0,6,9
1100,2,795.0,1.0,9,9
1458,2,875.0,1.0,7,9
1458,2,875.0,1.0,7,9
1800,3,1286.0,2.0,8,9
1286,1,719.0,1.0,7,9
1677,3,1250.0,2.0,8,9
1458,2,875.0,1.0,7,9
1660,2,1089.0,2.0,8,9
1727,3,1190.0,2.0,7,9
1466,2,1025.0,2.0,8,9
1862,3,1190.0,2.0,7,9
1466,2,1025.0,2.0,8,9
1458,2,875.0,1.0,7,9
1566,2,1140.0,2.0,8,9
1458,2,875.0,1.0,7,9
1566,2,1140.0,2.0,8,9
1276,1,719.0,1.0,7,9
1900,3,1135.0,2.0,6,9
1325,2,1050.0,1.0,5,9
1150,0,383.0,1.0,9,9
1625,2,1125.0,2.5,7,9
1276,1,719.0,1.0,7,9
1350,2,874.0,1.5,8,9
1475,2,957.0,1.0,3,9
1300,2,984.0,2.0,7,9
1425,2,1025.0,2.0,6,9
1750,3,1316.0,2.5,7,9
1725,2,1141.0,2.0,7,9
1276,1,719.0,1.0,7,9
1550,2,1060.0,2.0,6,9
1775,2,831.0,2.0,10,9
889,1,690.0,1.0,8,9
1750,2,950.0,1.0,5,9
1250,0,467.0,1.0,10,9
1340,1,598.0,1.0,10,9
1255,1,727.0,1.0,7,9
1550,2,1112.0,2.0,3,9
1276,1,719.0,1.0,7,9
1300,1,725.0,1.0,6,9
1675,2,1083.0,2.0,6,9
1862,3,1190.0,2.0,7,9
1995,3,1296.0,2.0,3,9
1255,1,727.0,1.0,7,9
1705,3,1289.0,2.0,7,9
1800,2,1084.0,2.0,3,9
1275,1,812.0,1.0,7,9
1250,1,712.0,1.0,7,9
1550,3,1073.0,1.0,7,9
1610,2,1028.0,2.0,7,9
1150,0,383.0,1.0,9,9
1862,3,1190.0,2.0,7,9
891,1,582.0,1.0,8,9
891,1,582.0,1.0,8,9
1276,1,719.0,1.0,7,9
1475,2,957.0,1.0,3,9
1255,1,727.0,1.0,7,9
1862,3,1190.0,2.0,7,9
1795,3,1240.0,2.0,8,9
1150,0,383.0,1.0,9,9
1595,2,920.0,2.0,8,9
1066,2,844.0,1.0,8,9
1550,2,1112.0,2.0,3,9
1276,1,719.0,1.0,7,9
1400,1,810.0,1.0,6,9
889,1,690.0,1.0,8,9
1458,2,875.0,1.0,7,9
889,1,690.0,1.0,8,9
1450,2,800.0,1.0,4,9
1458,2,875.0,1.0,7,9
1276,1,719.0,1.0,7,9
2500,5,1800.0,2.0,5,9
1300,1,814.0,1.0,6,9
1276,1,719.0,1.0,7,9
1458,2,875.0,1.0,7,9
1458,2,875.0,1.0,7,9
1286,1,719.0,1.0,7,9
1276,1,719.0,1.0,7,9
1276,1,719.0,1.0,7,9
1568,1,875.0,1.0,7,9
2500,3,1846.0,2.0,8,9
1862,3,1190.0,2.0,7,9
1950,2,1850.0,1.0,6,9
1795,2,1800.0,1.0,4,9
1795,2,1800.0,1.0,4,9
2795,3,2810.0,2.0,8,9
1495,3,1600.0,2.0,3,9
1255,1,727.0,1.0,7,9
2500,3,1805.0,3.0,8,9
1466,2,1025.0,2.0,8,9
2200,3,1200.0,1.5,7,9
1566,2,1140.0,2.0,8,9
1862,1,1190.0,1.0,7,9
1677,3,1250.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1862,1,1190.0,1.0,7,9
950,1,775.0,1.0,3,9
800,0,750.0,1.0,3,9
1100,2,900.0,1.0,4,9
1566,2,1140.0,2.0,8,9
1749,3,1187.0,2.0,8,9
1532,2,1077.0,2.0,10,9
1235,1,817.0,1.0,9,9
1095,1,605.0,1.0,7,9
1600,2,1600.0,2.0,5,9
1195,2,900.0,1.0,5,9
1495,3,1238.0,2.0,6,9
1650,2,1068.0,2.0,5,9
1895,3,1275.0,2.0,7,9
1600,2,988.0,2.0,5,9
1625,2,1040.0,2.0,6,9
1625,2,1040.0,2.0,6,9
995,1,450.0,1.0,5,9
995,1,780.0,1.0,4,9
1800,3,1235.0,2.0,7,9
1650,2,1068.0,2.0,5,9
1195,2,855.0,1.0,6,9
1295,1,820.0,1.0,6,9
1495,2,1015.0,2.0,8,9
1300,1,657.0,1.0,8,9
1795,3,1240.0,2.0,8,9
1850,3,1228.0,2.0,5,9
1695,2,1022.0,2.0,8,9
1300,1,657.0,1.0,7,9
1900,2,1500.0,1.0,5,9
1150,0,383.0,1.0,9,9
1525,2,1200.0,2.5,6,9
1800,3,1235.0,2.0,7,9
1850,3,1228.0,2.0,5,9
1458,2,875.0,1.0,7,9
1568,1,875.0,1.0,3,9
1276,1,719.0,1.0,7,9
1862,1,1190.0,1.0,3,9
1200,4,1904.0,2.0,6,9
1400,3,1391.0,2.0,6,9
1950,3,1000.0,1.5,2,9
1690,2,805.0,2.0,7,9
1150,0,383.0,1.0,9,9
1150,0,383.0,1.0,9,9
1466,2,1025.0,2.0,8,9
1737,2,950.0,2.0,9,9
1375,0,642.0,1.0,8,9
1814,2,1102.0,2.0,9,9
2591,2,1618.0,2.0,9,9
1795,3,1240.0,2.0,8,9
1795,2,1022.0,2.0,8,9
1495,2,1015.0,2.0,8,9
1800,3,1235.0,2.0,7,9
1885,3,990.0,2.0,5,9
1381,1,719.0,1.0,7,9
1800,3,1235.0,2.0,7,9
1900,3,1306.0,2.0,5,9
1200,1,630.0,1.0,8,9
1566,2,1140.0,2.0,8,9
1425,2,800.0,1.0,8,9
1580,1,922.0,1.0,3,9
1725,2,1080.0,2.0,4,9
1850,2,1124.0,2.0,6,9
1800,3,1235.0,2.0,7,9
1466,2,1025.0,2.0,8,9
1150,0,383.0,1.0,9,9
1425,1,774.0,1.0,7,9
1725,2,1141.0,2.0,7,9
1566,2,1140.0,2.0,8,9
1677,3,1250.0,2.0,8,9
1568,1,875.0,1.0,3,9
1458,2,875.0,1.0,7,9
1276,1,719.0,1.0,7,9
1468,1,875.0,1.0,7,9
1306,1,719.0,1.0,7,9
1400,1,755.0,1.0,8,9
850,1,800.0,1.0,6,9
1800,3,1286.0,2.0,8,9
1660,2,1104.0,2.0,8,9
1862,1,1190.0,1.0,3,9
2238,2,924.0,1.5,8,9
1737,2,950.0,2.0,9,9
1150,0,383.0,1.0,9,9
1750,1,682.0,1.0,9,9
2650,4,2200.0,3.0,6,9
1381,1,719.0,1.0,7,9
1800,3,1235.0,2.0,7,9
1276,1,719.0,1.0,3,9
1625,2,1040.0,2.0,6,9
1225,0,612.0,1.0,6,9
1450,2,912.0,2.0,6,9
1150,0,383.0,1.0,9,9
1150,0,383.0,1.0,9,9
2450,4,1492.0,2.0,7,9
1800,3,1235.0,2.0,7,9
1566,2,1140.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1568,1,875.0,1.0,3,9
1995,3,1300.0,2.0,6,9
1595,2,920.0,2.0,8,9
1677,3,1250.0,2.0,8,9
1795,2,1020.0,2.0,8,9
1895,2,1118.0,2.0,6,9
1466,2,1025.0,2.0,8,9
850,1,800.0,1.0,6,9
1276,1,719.0,1.0,3,9
1276,1,719.0,1.0,3,9
1046,1,680.0,1.0,5,9
1150,0,383.0,1.0,10,9
1468,2,875.0,1.0,3,9
1175,1,812.0,1.0,3,9
1566,2,1140.0,2.0,8,9
1468,2,875.0,1.0,7,9
1231,2,780.0,1.0,5,9
1466,2,1025.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1468,2,875.0,1.0,7,9
1375,1,812.0,1.0,3,9
1595,2,995.0,1.0,5,9
1195,2,659.0,1.0,8,9
725,0,311.0,1.0,7,9
925,1,424.0,1.0,8,9
895,1,435.0,1.0,8,9
725,0,311.0,1.0,7,9
1862,3,1190.0,2.0,3,9
1466,2,1025.0,2.0,8,9
1895,2,1118.0,2.0,6,9
985,1,705.0,1.0,8,9
1677,3,1250.0,2.0,8,9
1276,1,719.0,1.0,3,9
1466,2,1025.0,2.0,8,9
1862,3,1190.0,2.0,3,9
2495,4,2000.0,3.0,5,9
1566,2,1140.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1468,2,875.0,1.0,7,9
1677,3,1250.0,2.0,8,9
1660,2,1089.0,2.0,8,9
1695,3,1300.0,2.0,6,9
1862,3,1190.0,2.0,3,9
850,1,800.0,1.0,6,9
1800,3,1286.0,2.0,8,9
1468,2,875.0,1.0,3,9
1400,1,755.0,1.0,8,9
1862,3,1190.0,2.0,7,9
1466,2,1025.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1276,1,719.0,1.0,7,9
1566,2,1140.0,2.0,8,9
1677,3,1250.0,2.0,8,9
1850,3,1400.0,2.0,6,9
1276,1,719.0,1.0,3,9
1566,2,1140.0,2.0,8,9
1250,1,715.0,1.0,7,9
1705,3,1289.0,2.0,7,9
1600,3,1200.0,1.0,5,9
2238,2,924.0,1.5,8,9
1737,2,950.0,2.0,9,9
1750,1,682.0,1.0,9,9
2591,2,1618.0,2.0,9,9
1895,3,1456.0,2.0,7,9
850,1,800.0,1.0,6,9
850,1,800.0,1.0,6,9
1468,2,875.0,1.0,3,9
1468,2,875.0,1.0,3,9
1276,1,719.0,1.0,3,9
1566,2,1140.0,2.0,8,9
1662,3,1190.0,2.0,3,9
1150,0,383.0,1.0,9,9
1150,0,383.0,1.0,9,9
1150,0,383.0,1.0,9,9
2591,2,1618.0,2.0,8,9
1737,2,950.0,2.0,8,9
1375,0,642.0,1.0,8,9
1838,2,1102.0,2.0,8,9
1650,2,1125.0,2.5,7,9
1850,3,2280.0,2.0,7,9
4600,3,1770.0,2.0,3,9
2600,3,1232.0,1.0,3,9
1566,2,1140.0,2.0,8,9
1677,3,1250.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1276,1,719.0,1.0,3,9
1425,1,774.0,1.0,7,9
2550,5,2312.0,3.0,5,9
1700,2,1141.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1615,1,922.0,1.0,4,9
1276,1,719.0,1.0,3,9
1255,1,727.0,1.0,7,9
1862,3,1190.0,2.0,3,9
1395,1,886.0,1.0,7,9
1255,1,727.0,1.0,7,9
1276,1,719.0,1.0,3,9
3000,3,2033.0,2.0,6,9
1050,2,900.0,1.0,6,9
1566,2,1140.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1300,3,1832.0,1.0,7,9
1300,3,1832.0,1.0,7,9
1468,2,875.0,1.0,3,9
1575,0,575.0,1.0,7,9
1466,2,1025.0,2.0,8,9
1400,2,889.0,1.0,7,9
2500,2,1842.0,2.0,6,9
1677,3,1250.0,2.0,8,9
985,1,705.0,1.0,8,9
1677,3,1250.0,2.0,8,9
1198,3,1265.0,2.0,7,9
1058,2,1040.0,2.0,7,9
1055,2,1040.0,2.0,7,9
1058,2,1040.0,2.0,7,9
1700,2,1141.0,2.0,8,9
1995,2,1200.0,1.5,7,9
1995,2,1200.0,1.5,7,9
3600,6,2914.0,3.0,5,9
1468,2,875.0,1.0,3,9
1650,2,930.0,1.0,5,9
3200,3,2800.0,2.0,7,9
1255,1,727.0,1.0,7,9
1466,2,1025.0,2.0,8,9
1468,2,875.0,1.0,3,9
1677,3,1250.0,2.0,8,9
1276,1,719.0,1.0,3,9
1466,2,1025.0,2.0,8,9
1150,0,600.0,1.0,7,9
1276,1,719.0,1.0,3,9
1468,2,875.0,1.0,3,9
1150,0,600.0,1.0,7,9
1566,2,1140.0,2.0,8,9
1255,1,727.0,1.0,7,9
891,1,582.0,1.0,8,9
1566,2,1140.0,2.0,8,9
1862,3,1190.0,2.0,3,9
1150,0,383.0,1.0,10,9
1046,1,680.0,1.0,6,9
1046,1,680.0,1.0,5,9
1450,3,1100.0,1.0,6,9
1255,1,727.0,1.0,7,9
1995,3,1778.0,2.0,8,9
1986,2,848.0,2.0,10,9
1058,2,1040.0,2.0,7,9
1040,2,1040.0,2.0,7,9
1055,2,1040.0,2.0,0,9
1040,2,1040.0,2.0,7,9
1055,2,1040.0,2.0,7,9
1040,2,1040.0,2.0,7,9
1460,2,984.0,2.0,7,9
985,1,705.0,1.0,8,9
985,1,705.0,1.0,8,9
1265,1,508.0,1.0,10,9
1425,1,774.0,1.0,7,9
2395,2,1141.0,2.0,7,9
2250,3,1995.0,2.0,5,9
2200,4,2416.0,2.0,8,9
1635,3,1168.0,2.0,7,9
1255,1,727.0,1.0,7,9
2150,4,1580.0,2.0,5,9
1150,0,600.0,1.0,7,9
1986,2,848.0,2.0,10,9
1225,0,612.0,1.0,6,9
1500,3,1202.0,2.0,6,9
1500,3,1202.0,2.0,6,9
1635,3,1168.0,2.0,7,9
1265,1,508.0,1.0,10,9
2500,4,1904.0,2.0,8,9
1690,1,583.0,1.0,10,9
1677,3,1250.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1150,0,383.0,1.0,10,9
1677,3,1250.0,2.0,8,9
1350,2,874.0,1.0,8,9
1350,2,874.0,1.0,8,9
1600,2,988.0,2.0,8,9
1350,2,874.0,1.0,8,9
1255,1,727.0,1.0,7,9
2295,3,1437.0,2.0,6,9
1450,2,912.0,2.0,6,9
1216,3,1233.0,2.0,3,9
1055,2,1040.0,2.0,7,9
2495,3,1580.0,3.0,3,9
2200,4,1700.0,1.0,3,9
2500,3,1268.0,1.0,3,9
1000,1,700.0,1.0,5,9
2200,2,872.0,1.0,3,9
1000,1,700.0,1.0,5,9
1000,1,700.0,1.0,5,9
2200,2,1240.0,2.0,3,9
2200,3,1303.0,2.0,3,9
2500,5,1902.0,2.0,3,9
1566,2,1140.0,2.0,8,9
1495,2,966.0,1.0,9,9
1550,2,1077.0,2.0,9,9
1255,1,727.0,1.0,7,9
1466,2,1025.0,2.0,8,9
750,2,1058.0,2.0,9,9
1468,2,875.0,1.0,3,9
1862,3,1190.0,2.0,3,9
1276,1,719.0,1.0,3,9
1450,2,1700.0,1.0,5,9
1276,1,719.0,1.0,3,9
1862,3,1190.0,2.0,3,9
1466,2,1025.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1350,2,700.0,1.0,4,9
1900,2,1191.0,2.0,6,9
1566,2,1140.0,2.0,8,9
1468,2,875.0,1.0,3,9
1466,2,1025.0,2.0,8,9
1677,3,1250.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1276,1,719.0,1.0,3,9
1677,3,1250.0,2.0,8,9
1468,2,875.0,1.0,3,9
1677,3,1250.0,2.0,8,9
1276,1,719.0,1.0,3,9
1575,1,793.0,1.0,8,9
1862,3,1190.0,2.0,3,9
1466,2,1025.0,2.0,8,9
2645,4,1850.0,2.5,7,9
1660,2,1104.0,2.0,8,9
1800,3,1286.0,2.0,8,9
1650,3,1190.0,2.0,3,9
1466,2,1025.0,2.0,8,9
1276,1,719.0,1.0,3,9
1276,1,719.0,1.0,3,9
1400,1,755.0,1.0,8,9
1566,2,1140.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1468,2,875.0,1.0,3,9
1677,3,1250.0,2.0,8,9
1468,2,875.0,1.0,3,9
1466,2,1025.0,2.0,8,9
1610,2,995.0,2.0,7,9
1275,1,812.0,1.0,7,9
1250,1,715.0,1.0,7,9
1400,2,1200.0,1.0,5,9
1600,2,1000.0,1.0,5,9
850,1,800.0,1.0,6,9
850,1,800.0,1.0,6,9
1468,2,875.0,1.0,3,9
1862,3,1190.0,2.0,3,9
1468,2,875.0,1.0,3,9
1677,3,1250.0,2.0,8,9
1276,1,719.0,1.0,3,9
1566,2,1140.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1566,2,1140.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1466,2,1025.0,2.0,8,9
1276,1,719.0,1.0,3,9
